1. The projects or schemes of the Government of India to be implemented through external aid receipt from multilateral or bilateral funding agencies shall be approved,Parliament through budget proposal,Parliament separately from budget proposal,Ministry of Finance,President of India,A,[Rule: 264 (1). Annually]
02. To finance specific project(s) by the funding agency(ies) under Government to Government agreement(s) is called,Singular Funding,Unilateral Funding,Bilateral Funding,Multilateral Funding,C,[Rule: 264 (2) (i)]
03. Funding by Agencies such as the World Bank is called,Singular Funding,Unilateral Funding,Bilateral Funding,Multilateral Funding,D,[Rule: 264 (2) (ii)]
04. GFT stands for,General Funding Transaction,Government Funding Transaction,Government Foreign Transaction,General Foreign Transaction,C,[Rule: 267 (i)]
05. The nodal agency to execute the legal agreement for loans or grants from external funding Agency(ies) is,"Department of Economic Affairs, Ministry of Finance","Department ofExpenditure, Ministry of Finance","Department of Revenue, Ministry of Finance","Department of Foreign Finance, Ministry of External Affair.",A,[Rule: 264 (3)]
"06. State whether true or false:   Grant agreements for Technical Assistance shall also be Ministry of Finance, Department of Economic Affairs.",TRUE,FALSE,,,B,[Rule: 264 (3) Also be executed by beneficiary Min/Dep]
07. Responsible for implementing the financial covenants laid down in the agreement(s) executed by Department(s) of Government of India and the External Funding Agency(ies) is,Director of Foreign Loan and Assistance,Controller of Aid Accounts and Audit,Controller of Financial Aid & Assistance,Director of Foreign Aid & Assistance,B,[Rule: 264 (4)]
08. Controller of Aid Accounts and Audit (CAAA) is located in Finance Ministry in the,Department of Budget,Department of Foreign Finance,Department of Expenditure,Department of Economic Affairs,D,[Rule: 264 (4)]
09. The external aid shall flow from the Funding Agency in foreign currency or Indian Rupees and shall be received by the,Controller of Aid Accounts and Audit,"Reserve Bank of India, Mumbai",Ministry of External Affair,"Reserve Bank of India, Nagpur",B,[Rule: 265]
10. How many procedures are laid down for withdrawal of funds from the loan or grant account?,Two,Three,Four,Five,A,[Rule: 267. Reimbursement & Direct Payment procedures]
"11. Under the Revolving Fund Scheme, the Funding Agency disburses as initial advance to Government of India under the respective loan or credit or grant Agreement", the estimated expenditure of two monthsfor the projects,the estimated expenditure of three months for the projects,the estimated expenditure of four months for the projects,the estimated expenditure of six months for the projects,C,[Rule: 267 (1) (i)]
12. A loan wise proformaaccount for liquidation of advancereceived from Funding Agencyshall be maintained by,Fund Agency concerned,Controller of Aid Accounts and Audit,"RBI, Central Account Office, Nagpur","RBI, Mumbai",D,[Rule: 267 (1) (ii)]
13. Under the Direct Payment Procedure the Funding Agencyshall directly pay from the loan or credit or grant account.to the,the contractor or supplier or consultant ,"RBI, Mumbai",Controller of Aid Accounts and Audit,Project Implementing Agency,A,[Rule: 267 (2)]
"14. In the case of Central Projects,Centrally Sponsored Projects and PublicSector or Financial Institutions, the fund to theProject Implementing Agencyshall be released by",Ministry of Finance,Controller of Aid Accounts and Audit,the concerned administrative Ministry or Department,"RBI, Mumbai",C,[Rule: 267 (2)]
15. State whether true or false: The respective Departments of the State Government shall provide in the Budgetsuch expenditure proposed to be incurredunder Non-Plan Schemes during the financialyear by the Project ImplementingAgencies.,TRUE,FALSE,,,B,[Rule: 268 (2). Under plan Expenditure not under non-plan expenditure]
16. The disbursements under the “Reimbursement procedure shall be consolidated under each loan or credit State-wise by the,office of the Controller of Aid Accounts and Audit,concerned Ministry/Department,concerned Implementing Agency," Reserve Bank of India, Mumbai",A,[Rule: 268 (2)]
17. The disbursements under the “Reimbursement procedure shall be consolidated under each loan or credit State-wise by the office of the Controller of Aid Accounts and Audit at,Daily basis,Weekly basis,Monthly basis,Periodical intervals,D,[Rule: 268 (2)]
18. The consolidated detail under each loan or credit State-wise prepared by the office of the Controller of Aid Accounts and Audit shall be sent for issuing sanction for actual release of disbursement for each state to," Plan Finance Division of Department of Expenditure, Ministry of Finance","Plan Finance Division of Department of Economic Affair, Ministry of Finance"," Non-Plan Finance Division of Department of Expenditure, Ministry of Finance","Non-Plan Finance Division of Department of Economic Affair, Ministry of Finance",A,[Rule: 268 (2)]
19. Pick the incorrect one,A copy of every sanction issued by Ministry of Finance shall be endorsed to the Finance Department of the concerned State Government for information.,"Reserve Bank of India, Central Accounts Section, Nagpur, for effecting the release to the concerned State Governments shall issue the Inter-Government (IG) Advice to the office of the Chief Controller of Accounts, Ministry of Finance",Under Direct Payment Procedure Office of Controller of Aid Accounts and Audit shall work out the Rupee equivalent of such Direct Payment based on Reserve Bank of India buying rate applicable for the value date on which the Direct Payment was made.,"Office of CAAA shall consolidate such disbursement in Rupees, and send a list of such disbursement Statewise to Plan Finance Division of Department of Expenditure at periodical intervals requesting them to release the amount to the State concerned notionally and recover the same for credit to CAAA.",B,"[Rule: 268 (2). IG will be issued by CAAA to Central Accounts Office, RBI Nagpur]"
"20. Under the Central or Central sponsored project financed from external aid, whether loan or grant, the funds shall be released to Project Implementing Agency by the administrative Ministry or Department with reference to expenditure incurred by the Project Implementing Agency within",four weeks, four months,six weeks,six months,C,[Rule: 269]
