01. Accounts of the Union Government shall be prepared by   ,(a) CGA  ,(b)C&AG  ,(c) Financial Advisor of the concerned Ministry/Department  ,(d) Public Account Committee,A,[Rule: ]
02. Accounts of the Union Government shall be certified by  ,(a) CGA ,(b)C&AG  ,(c) Financial Advisor of the concerned Ministry/Department  ,(d) Public Account Committee,B,[Rule: ]
"03. Accounts of the Union Government shall be submitted to the President of India, preferably within  ",(a) 1 month of close of the Financial Year ,(b)3 months of close of the Financial Year  ,(c)6 months of close of the Financial Year   ,(d)9 months of close of the Financial Year,C,[Rule: ]
04. Who shall cause Accounts of the Union Government to be laid before each House of Parliament?  ,(a) Finance Minister  ,(b)Union Cabinet  ,(c)C&AG  ,(d)President,D,[Rule: ]
"05. The Accounts of the Union Government shall be kept in such form as the President may, on the advice of the Comptroller and Auditor General of India, prescribe as given in Article  ",(a)148  ,(b)149  ,(c)150  ,(d)151,C,[Rule: ]
"06. Who is responsible for prescribing the form of accounts of the Union and States, and to frame, or revise, rules and manuals relating thereto on behalf of the President of India on the advice of the Comptroller and Auditor General of India?  ",(a) Accountant General  ,(b) CCA  ,(c)CAA ,(d)CGA,D,[Rule: ]
07. Government accounts shall be prepared on  ,(a) cash basis.  ,(b)credit basis  ,(c)accrual basis  ,(d)any of the above,A,[Rule: ]
08. Government accounts shall be kept in  ,(a) single part  ,(b)two parts  ,(c)three parts  ,(d)four parts,C,[Rule: ]
09. Pick the incorrect one  ,"(a) Consolidated Fund is divided into two Divisions, namely, 'Revenue' and 'Capital' divisions.  ",(b) The Revenue Division comprises two sections namely Receipt Heads (Revenue Account) dealing with the proceeds of taxation and other receipts classified as revenue and the section 'Expenditure Heads (Revenue Account)' dealing with the revenue expenditure met therefrom.  ,"(c) The Capital Division comprises two sections, viz., 'Receipt Heads (Capital Account)' and 'Expenditure Heads (Capital Account)'  ","(d) These sections are in turn divided into sectors such as 'General Services', 'Social and Community Services', 'Economic Services', etc., under which specific functions or services are grouped corresponding to the sectors of classification and which are represented by Major Heads (comprising Sub-Major Heads wherever necessary).",C,[Rule: ]
10. Contingency Fund of Union Territories are set up by the Government of India under   ,"(a) Section 48 of Government of Union Territories Act, 1963.  ","(b) Section 52 of Government of Union Territories Act, 1948  ","(c) Section 62 of Government of Union Territories Act, 1965  ","(d) Section 108 of Government of Union Territories Act, 1967",A,[Rule: ]
"11. Transactions relating to debt (other than those included in Part-I), reserve funds, deposits, advances, suspense, remittances and cash balances shall be recorded in  ",(a) Consolidated Fund  ,(b)Contingency Fund  ,(c)Public Account ,(d)Departmental Fund,C,[Rule: ]
12. The classification of transaction in Government Accounts shall have closer reference to  ,(a) Function/Programme/Activity  ,(b) Department/Ministry  ,(c) Capital and Revenue  ,(d) Charged and Voted,A,[Rule: ]
13. Classification of Government Accounts consists of ,(a) 4 tiers ,(b)5 tiers ,(c)6 tiers ,(d)7 tiers,C,[Rule: ]
14. The six tiers of Government Accounts are represented by a unique ,(a) 15 digits' numeric code. ,(b)15 digits' alpha-numeric code ,(c)13 digits' numeric code. ,(b)13 digits' alpha-numeric code,A,[Rule: ]
15. Pick the incorrect one ,(a) The List of Major and Minor Heads of Accounts of Union and States is maintained by the Ministry of Finance (Department of Expenditure ' Controller General of Accounts) ,(b) CGA is authorised to open a new head of account on the advice of the C&AG under the Article 150 of the Constitution. ,(c) Ministries/Departments may open Sub-Heads and Detailed Heads as required by them in consultation with the Budget Division of the Ministry of Finance. ,(d) Principal Accounts Offices of Ministry/Department may open Sub/Detailed Heads required under the Minor Heads falling within the Consolidated Fund of India subject to certain restriction.,D,[Rule: ]
16. The Object Heads have been prescribed under Government of India's Orders below Rule 8 of  ,(a)R&P 1983 ,(b)GFR 2017 ,(c)GAR 1990 ,(d)Delegation of Financial Power Rules,D,[Rule: ]
"17. State whether true or false:       In cases of doubt regarding the Head under which a transaction should be accounted, the matter shall be referred to the Principal Accounts Officer of the Ministry/Department concerned for clarification of the Ministry of Finance and the CA&G, wherever necessary. ",(a) True ,(b) False,,,B,"[Rule:  82] referred to the Principal Accounts Officer of
the Ministry/ Department concerned for clarification of the Ministry of
Finance and the Controller General of Accounts, wherever necessary"
"18. RBI shall nominate a bank to function as Accredited Bank of a Ministry or Department, in consultation with the ",(a) CGA ,(b) C&AG ,(c)        PAO ,(d) Finance Minister,A,[Rule: ]
"19. Pick the correct ones:\\n (i) Public Financial Management System (PFMS) an integrated Financial Management System of CGA shall be used for sanction preparation, bill processing, payment, receipt management, Direct Benefit Transfer, fund flow management and financial reporting.\\n(ii) All the payment, to the extent possible, shall be released 'just-in-time' by the Ministries through PFMS.\\n(iii) Detailed Demand for Grants (DDG), as approved, must be uploaded on PFMS by the end of the financial year.\\n(iv) All the re-appropriation orders, surrender order shall be generated through PFMS system.\\n(v) All grantee institutions shall submit Utilisation Certificates on PFMS. ","(a)i, ii, iii and iv ","(b)i, ii, iv and v ","(c)ii, iii, iv and v ",(d)All of the above,D,[Rule: ]
20. DBT should include ,(a) in-kind transfers to beneficiaries ,(b)in cash transfers to beneficiaries ,(c) transfers/honorariums given to various enablers of government schemes ,(d) All of the above.,D,[Rule: ]
21. Transaction charges for the financial intermediaries facilitating DBT payments shall be paid as stipulated by ,(a) Union Cabinet ,(b)Ministry of Finance ,(c)Ministry of Trade & Commerce ,(d)Ministry of Corporate Affairs,B,[Rule: ]
"22. Appropriation Accounts of Central Ministries/Departments other than Ministry of Railways, Defence and Posts shall be prepared by the ",(a) CCA ,(b)CGA ,(c)C&AG ,(d)Principal Accounts Officer,D,[Rule: ]
23. Appropriation Accounts of Central Ministries/Departments shall be prepared under the guidance of ,(a) CCA ,(b)CGA ,(c)C&AG ,(d)Principal Accounts Officer,B,[Rule: ]
24. Who signs the Appropriation Accounts of Central Ministries/Departments ,(a) CAA ,(b)CGA ,(c)C&AG ,(d)Principal Accounts Officer,A,[Rule: ]
"25. Union Government Appropriation Accounts (Civil) that required to be submitted to Parliament, shall be prepared by ",(a) Principal Accounts Officer ,(b)CCA ,(c)CA&G ,(d)CGA,D,[Rule: ]
"26. State whether true or false:       Appropriation Accounts pertaining to Departments of Posts and Defence Services shall be prepared and signed by the Secretaries to the Government of India in the Department of Posts and Ministry of Defence respectively and that of Ministry of Railways by the Chairman, Railway Board. ",(a) True ,(b) False,,,A,[Rule: ]
"27. Accounts showing under the respective Heads the annual receipts and disbursements and statement of balances for the purpose of the Union, are called ",(a) Appropriation Accounts ,(b)Finance Accounts ,(c)Proforma Accounts ,(d)Balance Sheet,B,[Rule: ]
28. Finance accounts of the Government of India (including transactions of Department of Posts and Ministries of Defence and Railways and transactions under Public Account of India of Union Territory Governments) shall be prepared and signed by the ,(a) CGA ,(b)C&AG ,"(c) Secretary (Expenditure), Ministry of Finance ",(d) Finance Minister,A,[Rule: ]
29. Finance accounts of the Government of India is countersigned by the ,(a) CGA ,(b)C&AG ,"(c) Secretary (Expenditure), Ministry of Finance ",(d) Finance Minister,C,[Rule: ]
30. The certified Annual Accounts and the Reports relating to the accounts shall be submitted by the Comptroller and Auditor General of India to the President in accordance with the provisions of ,"(a) Section 10 of DPC Act, 1971 & Article 150 of Constitution ","(b) Section 11 of DPC Act, 1971 & Article 151 of Constitution ","(c) Section 11 of DPC Act, 1971 & Article 150 of Constitution ","(d) Section 10 of DPC Act, 1971 & Article 151 of Constitution",B,[Rule: ]
31. The Appropriation and Finance Accounts shall be prepared by the respective authorities on the dates mutually agreed upon with the ,(a) CGA ,(b)C&AG ,(b) DRSC ,(d)Finance Minister,B,[Rule: ]
32. State whether true or false:       Details of the financial stakes of the Administrative Ministries / PSUs / Subordinate / Statutory / Autonomous Bodies in Public Private Partnerships (PPP)/ Production Sharing Contracts (PSCs)/ Joint Ventures (JV's)/ Subsidiary companies etc. should be disclosed Finance Accounts. ,(a) True ,(b) False,,,B,[Rule: ]
33. Pick the incorrect one ,(a) Proforma Accounts is suitable for Government Departments working on a commercial or quasi-commercial basis ,"(b) This includes the maintenance of suitable Manufacturing, Trading, Profit & Loss Accounts and Balance Sheet. ",(c) The Head of the units shall be required to maintain such subsidiary proforma accounts in commercial form as may be agreed between Government and CGA. ,(d) None of the above (All of the above are correct),C,[Rule: ]
34. Proforma accounts of regular Government Workshops and Factories shall be kept in accordance with the detailed rules and procedure prescribed in the ,"(a)GAR, 1990 ","(b)R&P, 1983 ","(c)GFR, 2017 ",(d)Departmental regulations.,D,[Rule: ]
35. Proforma accounts relating to Public Works shall be prepared by the ,(a) Divisional Officer ,(b)CCA ,(c)Accounts Officers ,(d)CGA,C,[Rule: ]
36. Proforma accounts relating to Public Works shall be prepared by the Accounts Officers in accordance with the instructions contained in ,(a) Departmental regulations ,(b)Account Code for Accountants General. ,"(c)GAR, 1990 ",(d)Works Manual.,B,[Rule: ]
"37. Where commercial accounts are maintained for the purpose of assessment of the cost of an article or service, who shall ensure that adequate regulations are framed with the approval of Government in order to ensure that the cost deduced from the accounts is accurate and true? ",(a) Head of the Unit ,(b)        CAG ,(c)CGA ,(d)CCA,A,[Rule: ]
38. Subsidiary accounts and statements shall be submitted on such date as may be required by to the ,(a) CCA ,(b)CAA ,(c)        CGA ,(d) Accounts Officer,D,[Rule: ]
39. Subsidiary accounts and statements shall be appended each year to the ,(a) Appropriation Accounts ,(b)Finance Accounts ,(c)Departmental Accounts ,(d)Balance Sheet,A,[Rule: ]
40. The Personal Deposit Account shall be authorised to be opened by a special order by the concerned Ministry or Department in consultation with the ,(a) CAA ,(b)CCA ,(c)CGA ,(d)C&AG,C,[Rule: ]
"41. Every personal deposit account so authorised to be opened, shall form part of the Government Account and be located in the",(A) Consolidated Fund,(b)Public Account,(c) Local Departmental Account , (d) Contingency Fund,B,[Rule: 97(1) ]
42.The provisions relating to 'Personal Deposit Account' are contained in (a) Civil Accounts Manual and R&P 1983,"(b) GAR, 1990","(c) GFR, 2017",(d) Accounts Code,,A,[Rule: ]
"43. In relation to Civil and Criminal Courts' deposits, Personal Deposit Account to be opened in favour of the ",(a) Chief Justice of High Court of the State Concerned ,(b) Chief Justice of Supreme Court ,(c) Bar Council ,(d)Chief Judicial Authority concerned,D,[Rule: ]
44. State whether true or false:       Officers commanding units and others concerned in the administration of public funds in the Defence Departments can be authorised to open personal deposit accounts for such funds. ,(a) True ,(b)False,,,A,[Rule: ]
"45. Significant expenditure incurred with the object of acquiring tangible assets of a permanent nature or enhancing the utility of existing assets, shall broadly be defined as ",(a) Assets expenditure ,(b)Capital expenditure. ,(c)Revenue expenditure ,(d)At discretion of HoD,B,[Rule: ]
"46. Charges on maintenance, repair, upkeep and working expenses, which are required to maintain the assets in a running order as also all other expenses incurred for the day to day running of the organisation, including establishment and administrative expenses, shall be classified as ",(a) Revenue expenditure ,(b) Capital expenditure ,(c)        Major Expenditure ,(d) Contingent Expenditure,A,[Rule: ]
47. Pick the incorrect one ,(a) Expenditure on a temporary asset or on grants-in-aid cannot ordinarily be considered as a capital expenditure ,"(b) Expenditure on a temporary asset or on grants-in-aid shall not, except in cases specifically authorised by the President on the advice of the C&AG, be debited to a Capital Head. ","(c) Capital expenditure is generally met from receipts of capital nature, as distinguished from ordinary revenues derived from taxes, duties, fees, fines and similar items of current income including extraordinary receipts. ",(d) Under no circumstances the Government shall meet capital expenditure from ordinary revenues.,D,[Rule: ]
48. Charges for re- placement of all wastage or depreciation of property originally provided out of capital grants shall be classified as ,(a) Revenue Expenditure ,(b)Capital Expenditure ,(c)Contingent Expenditure ,(d)At discretion of HoD,A,[Rule: ]
" 49. The cost of genuine improvements, which enhance the useful life of the asset whether determined by prescribed rules or formulae, or under special orders of Government, may be debited to ",(a) Revenue Expenditure ,(b)Capital Expenditure ,(c)Contingent Expenditure ,(d)At discretion of HoD,B,[Rule: ]
"50. Expenditure on account of reparation of damage caused by extraordinary calamities such as flood, fire, earthquake, enemy action, etc., shall be charged to Capital, or to Revenue, or divided between them,depending upon whether such expenditure results in creation/acquisition of new assets or whether it is only for restoring the condition of the existing assets, as may be determined case basis by ",(a) HoD ,(b)Government ,(c)Ministry of Finance ,(d)Accounts Office,B,[Rule: ]
"51. The allocation between capital and revenue expenditure on a Capital Scheme for which separate Capital and Revenue Accounts are to be kept, shall be determined in accordance with such general or special orders as may be prescribed by the Government after consultation with the ",(a) CGA ,(b)CCA ,(c)C&AG ,(d)Niti Aayog,C,[Rule: ]
"52. Capital receipts accruing during the process of construction of a project, shall be classified as ",(a) Revenue Receipt ,(b)Misc. Receipt ,(c)Contribution ,(d)reduction of capital expenditure,D,[Rule: ]
