 01. As a general principle Grants-in-aid can be given to a person or a public body or an institution having a ,(a) distinct legal entity ,(b) sound financial position ,(c) credible performance record ,(d) substantial working force  ,A,[Rule: ]
 02. No new autonomous institutions should be created by Ministries or Departments without the approval of the ,(a) Parliament ,(b) President ,(c) Cabinet ,(d) Finance Minister  ,C,[Rule: ]
 03. Regional Centres/Offices/Sub-Stations of any autonomous body can be created with prior approval of the administrative ministry in consultation with ,(a) CGA ,(b) CCA ,(c) Niti Aayog ,(d) Ministry of Finance  ,D,[Rule: ]
 04. The Ministry or Department create a Corpus Fund out of budgetary allocation for an Autonomous Body only with prior concurrence of ,(a) CGA ,(b) CCA ,(c) Niti Aayog ,(d) Ministry of Finance  ,D,[Rule: ]
" 05. In case of a Corpus Fund created out of internal resource, the approval to be obtained from ",(a) Financial Advisor ,(b) Administrative Ministry ,(c) Chief Controller of Accounts ,(d) CGA  ,B,[Rule: ]
 06. Governing Body of the Autonomous Body shall review user charges/ sources of internal revenue generation at least once ,(a) a year ,(b) a two years ,(c) a three years ,(d) a five years  ,A,[Rule: ]
 07. Review of user charges/sources of internal revenue generation should be informed to administrative Ministry ,(a) before the formulation of Union Annual Budget. ,(b) by end of next financial year ,(c) by September ,(d) by September of following year  ,A,[Rule: ]
 08. Who will be responsible for overall financial management of the autonomous bodies? ,(a) the Financial Advisor ,(b) the Chief Executive Officer ,(c) the Governing Board ,(d) the Administrative Ministry/Department  ,B,[Rule: ]
" 09. Depending on the size and nature of activity of autonomous organisations, Ministry shall put in place a system of external or internal peer review of autonomous organisations ",(a) every one or two year ,(b) every two or three year ,(c) every three or four year ,(d) every three or five years . ,D,[Rule: ]
 10. Autonomous organisations as also others should be required to enter into a Memorandum of Understanding with the Administrative Ministry or Department with a budgetary support of ,(a) more than Rupees five crores per annum ,(b) less than Rupees ten crore per annum ,(c) more than Rupees ten crore per annum ,(d) more than Rupees two crore per annum  ,A,[Rule: ]
 11. Findings of the peer review should be examined and put up for appropriate decision by the concerned programme division of the Administrative Department to the ,"(a) Secretary, Department of Expenditure, Ministry of Finance  ",(b) Secretary of the Administrative Department. ,(c) Financial Advisor of the Administrative Department ,(d) Union Cabinet  ,B,[Rule: ]
 12.Grant is classified into ,(a)Recurring and Non-recurring Grants,(b)Capital and Revenue Grants,(c)Plan and non-plan Grants,(d)National and International Grants ,A,[Rule: ]
" 13. The orders of Grant shall specify the time limit within which the Grant or each instalment of it, is to be spent in case of ",(a) Recurring Grants ,(b) Non-recurring Grants ,(c) Capital Grants ,(d) Revenue Grants  ,B,[Rule: ]
" 14. State whether true or false        When recurring Grants-in-aid are sanctioned to the same Institution or Organisation for the same purpose, the unspent balance of the previous Grant should not be taken into account in sanctioning the subsequent Grant. ",(a) True ,(b) False  ,,,B,[Rule: ]
 15. Cash balance of an autonomous organisation at a time should preferably not be ,(a) more than 2 months of requirements ,(b) more than 3 months of requirements ,(c) more than 4 months of requirements ,(d) more than 6 months of requirements  ,B,[Rule: ]
 16. All interests or other earnings against Grants in aid or advances (other than reimbursement) released to any Grantee institution should be ,(a) utilised for internal purpose ,(b) allowed to be adjusted against future releases ,(c) mandatorily remitted to the Consolidated Fund of India immediately after finalization of the accounts. ,(d) disposed of after having obtained the approval of Ministry of Finance.  ,C,[Rule: ]
 17. Assets acquired by Non-Government or Quasi-Government Institutions or Organisations wholly or substantially out of Government shall not be disposed of without obtaining the prior approval of the ,(a) Authority which sanctioned the Grants-in-aid. ,(b) Governing Body of such Non-Government or Quasi-Government Institutions or Organisations ,(c) Ministry of Finance ,(d) CEOs of Non-Government or Quasi-Government Institutions or Organisations  ,A,[Rule: ]
 18. Pick the incorrect one ,(a) the release of the last instalment of the Annual Grant must be conditional upon the Grantee Institutions providing reasonable evidence of proper utilization of instalments released earlier. ,"(b) In the cases where Central Financial Assistance (CFA) has been sanctioned, the grant will be released in one instalment upon the Grantee Institutions/ Organisation providing complete evidence of achieving the specified objectives and expenditure incurred supported by Audited Statement of Expenditure. ","(c) In these cases, the grantee institutions will not be required to submit Utilization Certificates. ",(d) None of the above (All of the above are correct)  ,D,[Rule: ]
" 19. The Grantee Institutions, to submit their requirement with supporting details by the ",(a) end of September in the year preceding the year for which the Grants-in-aid is sought ,(b) end of October in the year preceding the year for which the Grants-in-aid is sought ,(c) beginning of financial year of preceding the year for which the Grants-in-aid is sought ,(d) end of financial year of preceding the year for which the Grants-in-aid is sought  ,A,[Rule: ]
 20. The Institution or Organisation should be informed of the result of their requests for Grant by  ,(a) by December of the year,(b)March of the succeeding year,(c) April of the succeeding year,(d)June of the succeeding year. ,C,[Rule: ]
