1. The Article of the Constitution of India that provide power of the Union Government to give guarantees is,292,293,289,290,A,[Rule: 275 (1)]
"2. Powers to grant Government of India Guarantee, including those on external borrowings, vests with the","Budget Division, Department of Economic Affairs","Budget Division, Department of Expenditure","Plan Division, Department of Economic Affairs","Plan Division, Department of Expenditure",A,[Rule: 275 (3)]
3. The Administrative Ministry/Department or the credit Divisions of Department of Economic Affairs shall examine the proposal for guarantee in the same manner as a proposal for loan in consultation with,CGA,the Financial Adviser,Ministry of Finance,CAG,B,[Rule: 277 (iii)]
4. No guarantees shall be given without the approval of,"Budget Division, DEA","Credit Division, DEA",Parliament,Finance Minister,A,[Rule: 277 (iv)]
"5. With a view to enable the Ministry of Finance to examine cases of Government of guarantees and extension thereto, all Ministries or Departments should furnish to that Ministry, data of certain operational Parameters of the Public Sector Undertaking or Entity as given in Form",GFR 24,GFR 25,GFR 26,GFR 27,C,[Rule: 277 (v)]
"6. Where BIFR targets have been assigned or Cabinet directions issued to the Company, the actual vis-à-vis targets should be indicated for the preceding",two years,three years,four years,five years,B,[Rule: 277 (v)]
7. Pick the incorrect one,"In case the accounts of the Central Public Sector Undertaking or Entity have been audited by the CAG, the effect of the comments of the CAG on the Central Public Sector Undertaking’s profitability should be brought out in GFR 26.",Guarantees shall normally be restricted to the repayment of principal and normal interest component of the loan. Other risks shall not form par t of the guarantee,Government guarantees will be extended to only central public sector companies/ agencies and shall not be provided to the private sector.,"Government of India guarantee may be given in cases of grants. However, if the donor insists on ensuring performance, the same may be listed as a negotiating condition for getting the grant.",D,[Rule: 277 (v) to (xi)]
8. State whether true or false: Guarantees may not be proposed in respect of Central Public Sector Enterprises whose strong financial credentials and high credit rating would indicate inherent ability to directly raise the required resources without the support of government guarantee.,TRUE,FALSE,,,A,[Rule: 277 (xiv)]
"9. All risks other than principal amount and interest, including the exchange rate risk be",covered by Government guarantee,borne by borrower,borne by lender,shared between the borrower and lender as per terms of the loan agreement.,D,[Rule: 278 (iv)]
10. The rates of fee on guarantees would be as notified by the,"Budget Division, Department of Economic Affairs, Ministry of Finance"," Budget Division, Department of Expenditure, Ministry of Finance","Credit Division, Department of Economic Affairs, Ministry of Finance","Credit Division, Department of Expenditure, Ministry of Finance",A,[Rule: 279 (i)]
