1. Double entry accounting requires that ,(a) All transactions that create debits to asset accounts must create credits to liability or capital accounts ,(b) A transaction that requires a debit to a liability account require a credit to an asset account ,(c) Every transaction must be recorded with equal debits equal total credits. ,(d) All of the above,C,
 2. Pick the right one ,"(a) Capital increases by net profit and fresh capital introduced, decreases by drawings and net loss ","(b) Capital decreased by net profit and fresh capital introduced, increases by drawings and net loss ",(c) Capital remains static and is not influenced by net profit and drawing and loss ,(d) Capital always increases irrespective of profit and loss of the business.,A,
 3. State whether true or false Debit always means increase and credit always means decrease ,(a) True ,(b) False,,,B,
 4. The ledger folio column of journal is used to ,(a) Record the date on which amount posted to a ledger account. ,(b) Record the number of ledger account to which information is posted ,(c) Record the number of amounts posted to the ledger account. ,(d) Record the page number of the ledger account.,B,
 5. The journal entry to record the sale of services on credit should include ,(a) Debit to debtors and credit to capital. ,(b) Debit to cash and Credit to debtors. ,(c) Debit to fees income and Credit to debtors. ,(d) Debit to debtors and Credit to fees income.,D,
" 6. The journal entry to record purchase of equipment for Rs. 2,00,000 cash and a balance of Rs. 8,00,000 due in 30 days include ",(a) Equipment Account Dr. ? 200000 To Bank/Cash Account ? 200000 ,(b) Equipment Account Dr. ? 1000000 To Bank/Cash Account ? 200000 To Creditor Account ? 800000 ,(c) Equipment Account Dr. ? 800000 To Creditor Account ? 800000 ,(d) Equipment Account Dr. ? 1000000 To Bank/Cash Account ? 1000000,B,
 7. When an entry is made in journal ,(a) Assets are listed first. ,(b) Accounts to be debited listed first. ,(c) Accounts to be credited listed first. ,(d) Accounts may be listed in any order.,B,
 8. If a transaction is properly analysed and recorded ,(a) Only two accounts will be used to record the transaction. ,(b) One account will be used to record transaction. ,(c) One account balance will increase and another will decrease. ,(d) Total amount debited will equals total amount credited,D,
 9. The journal entry to record payment of monthly bill will include ,(a) Debit monthly bill and Credit capital. ,(b) Debit capital and Credit cash. ,(c) Debit monthly bill and Credit cash. ,(d) Debit monthly bill and Credit creditors.,C,
 10. Journal entry to record salaries will include ,(a) Debit salaries Credit cash. ,(b) Debit capital Credit cash. ,(c) Debit cash Credit salary. ,(d) Debit salary Credit creditors.,A,
" 11. Issued a cheque for Rs.8,000 to pay rent. The account to be debited is ",(a) Cash/Bank Account ,(b) Rent Account ,(c) Building Account ,(d) Maintenance Account,B,
" 12. Collected Rs. 35,000 from debtors. The account to be credited is ",(a) Creditor Accounts ,(b) Cash/Bank Account ,(c) Debtor Account ,(d) Capital Account,C,
" 13. Purchased office stationary for Rs. 18,000. The account to be credited is ",(a) Cash/Bank Account ,(b) Stationery Account ,(c) Purchase Account ,(d) Debtor Account,A,
