"01. The term '""contingent charges"" or ""contingencies'' mean ",(a) all incidental and other expenses (including on stores) which are incurred for the management of an office ,(b) all incidental and other expenses (excluding on stores) which are incurred for the management of an office ,(c) expenses on unforeseen matters ,(d) all indirect charges including under work and tools & plant  ,A,[Rule: 96]
02. Contingent charges have been grouped into  ,(a) 3 types ,(b) 4 types  ,(c) 5 types ,(d) 6 types  ,C,[Rule: Note below 98]
03.  Pick the incorrect type of contingent charge  ,(a) Pre-approved contingencies ,(b) Scale-regulated contingencies ,(c) Contract Contingency ,(d) Special contingencies  ,A,[Rule: 98]
"04. Contingent charges, which require neither special sanction nor countersignature, but may be incurred by the Head of Office on his own authority subject to the necessity of accounting for them are called ",(a) Contract Contingency ,(b) Fully Voucher contingency ,(c) Countersigned Contingency ,(d) Special contingencies  ,B,[Rule: 98 (iv)]
"05. Contingent charges as may require approval of some controlling authority before they can be admitted as legitimate expenditure against the Government, such approval usually taking the form of countersignature after payment on a detailed bill submitted to the Pay and Accounts Officer are called ",(a) Contract Contingency ,(b) Fully Voucher contingency ,(c)        Countersigned Contingency ,(d) Special contingencies  ,C,[Rule: 98 (iv)]
06. Contingent charges for which a lump sum is placed annually at the disposal of a disbursing officer for expenditure without further sanction of any kind are known as ,(a) Contract Contingency ,(b) Fully Voucher contingency ,(c) Countersigned Contingency ,(d) Special contingencies  ,A,[Rule: 98 (i)]
"07. Contingent charges, whether recurring or nonrecurring, as cannot be incurred without the previous sanction of superior authority are called ",(a) Contract Contingency ,(b) Fully Voucher contingency ,(c) Countersigned Contingency ,(d) Special contingencies  ,D,[Rule: 98 (iii)]
08. Payment to contingent expenditure out of permanent imprest advance may be made for amount up-to ,(a) Rs. 500 ,(b) Rs. 1000 ,(c) Rs. 2000 ,(d) Rs. 5000  ,C,[Rule: 99]
09. The monetary limit for making payment to contingent charges out of Permanent Imprest will not apply in regard to claims relating to ,(a) Hot Weather Amenities ,"(b) Telephone, Electricity and Water bills ",(c) Travelling bill of staff ,(d) Wages of Contingent labour  ,B,[Rule: Note below 99]
10. The monetary limit for making payment to contingent charges out of Permanent Imprest is applicable to ,(a) All CDDO ,(b) All NCDDO ,(c) All DDOs ,(d) all non-cheque drawing DDO stationed away from accredited Accounts Officer or CDDO  ,D,[Rule: Note below 99]
