 1. Pick the incorrect regarding general administration of store ,(a) The acquisition of stores ,(b) Their custody and distribution according to the requirements of works ,(c) Manufacture and workshop ,(d) Their disposal.,C,(7.1.1)
" 2. Any breach of rule of store administration constitutes a serious irregularity, which will be brought prominently to the notice of the appropriate authority concerned of the CPWD by ",(a) Divisional Accountant ,(b) Divisional Officer ,(c) Store Superintendent ,(d) PAO,A,(7.1.3)
 3. An intimation to notice of breach of rule of store administration shall be sent to ,(a) SE ,(b) DG (Works) ,(c) Chief Controller of Accounts ,(d) PAO,C,(7.1.3)
 4. As per the fundamental principle of store cost of acquisition of store shall be debited to ,(a) Suspense Account ,(b) Particular work ,(b) Contractor ledger ,(d) Measurement book,B,(7.1.4 a)
" 5. State whether true or false When store are not brought or issue to a specific work, it should be accounted for in Suspense Accounts ",(a) True ,(b) False,,,A,(7.1.4 a)
 6. Tools and plant required for general use of the division shall be debited to minor head Machinery and Equipment under ,(a) 2059 ,(b) 4059 ,(c) Particular work ,(d) 8658,A,
 7. Tools and plant required for a specific work of the division shall be debited to ,(a) 2059 ,(b) 4059 ,(c) Work concerned ,(d) 8658,C,
 8. Road metal required for the maintenance of a road or section of a road is debited at once to the sub-head “Maintenance and Repairs’ subordinate to the relevant Minor Head under the Major Head ,(a) 1054 ,(b) 3054 ,(c) 5054 ,(d) 0042,B,(7.1.4 C)
" 9. When road metal is acquired specially for use in the construction of a road or other work, its cost is debited to ",(a) 1054 ,(b) 3054 ,(c) 5054 ,(d) 0042,C,
 10. The classes of store in a Public Works Division are ,(a) Two ,(b) Three ,(c) Four ,(d) Five,C,(7.1.5)
 11. Pick out the incorrect one ,(a) Four classes of store fall into two distinct categories ,(b) These two distinct categories are suspense and final head ,(c) Suspense head includes stock ,"(d) Final head includes tools and plant, road metal and machinery brought at site by the Contractor",D,(7.1.5)
