01. A bill becomes a voucher only when it is ,(a) given a bill number ,(b) receipted and stamped 'PAID',(c)signed by the Head of the Office,(d) passed by the PAO.  ,B,[Rule: Explanation to 28]
02.Bills drawn and presented by a departmental officer to ,(a) an Accounts Officer/cheque drawing DDO ,(b) a Non Cheque drawing DDO ,(c) Head of the Office,(d) Bank ,A,[Rule: 29]
03.Payments to pensioners are governed by ,(a) GAR 1990 ,(b) R&P 1983,(c) GFR 2005/2017,(d)Treasury Rules  ,D,[Rule: 30 (2)]
04. The rate at which Income tax is required to be deducted at source in all cases of payment to contractors and sub-contractors exceeding a prescribed limit ,(a) 2% ,(b) 3% ,(c) 5% ,(d) 10%   ,A,[Rule: Note 2 below 30 (2). Presently the amount is Rs. 30000/- individually or Rs. 1 lakh in a FY]
05. Deduction of IT at source is made under the provision of ,"(a) Section 194-A of the Income Tax Act, 1961 ","(b) Section 194-B of the Income Tax Act, 1961 ","(c) Section 194-C of the Income Tax Act, 1961 ","(d) Section 194-D of the Income Tax Act, 1961  ",C,[Rule: Note 2 below 30 (2)]
06. Claims against the Government become time-barred which are not preferred within ,(a) one year of their becoming due ,(b) two years of their becoming due ,(c) three years of their becoming due ,(d) five years of their becoming due   ,B,[Rule: 32]
"07. State whether true or false        Claims against the Government which are not preferred within two years of their becoming due would be considered as time-barred and shall invariably apply to claims on account of arrears of pensions, ",(a) True ,(b) False   ,,,B,[Rule: 32]
08. Bill for all debt-head items should be drawn in separate forms printed in ,(a) red ink on white paper ,(b) black ink on yellow paper ,(c) blue ink on white paper ,(d) red ink on yellow paper   ,A,[Rule: 33 (i)]
09. Pick the incorrect one regard preparation of bill ,"(a) If, in any case, the use of a bill purely in any regional language becomes unavoidable, a brief abstract should be endorsed in English under the signature of the preferring officer ",(b) All corrections and alterations in the total of a bill whether made in words or figures should be attested by the dated initial of the person signing the receipt. ,(c) Charges against two or more major heads should not be included in one bill ,"(d) the allowances of a Government servant drawn with pay, as in such case, the whole of the allowances, even if belonging to two or more major heads of accounts, should be drawn on a single bill, if debitable wholly to the Government.   ",B,[Rule: 33 (Full signature)]
10. A Bill Register in Form GAR 9 should be maintained by all Heads of Offices which should be reviewed by a gazetted officer ,(a) Weekly ,(b) fortnightly ,(c) monthly ,(d) periodically   ,C,[Rule: Note 1 below 34]
11. A Bill Transit Register in Form GAR 10 should be maintained by all Heads of Offices which should be reviewed ,(a) weekly ,(b) bi-weekly  ,(c)        monthly ,(d) bi-monthly  ,B,[Rule: Note 2 below 34]
12. When any kind of bill is required to be prepared in duplicate or triplicate or so on ,(a) only one copy shall be signed or counter-signed in full and the other copy or copies may be only initialled. Only the original copy shall be sent Accounts Officer or cheque-drawing D.D.O. for payment. ,"(b) only first two copies shall be signed or counter-signed in full and the other copy or copies may be only initialled. However, only the first copy shall be sent Accounts Officer or cheque-drawing D.D.O. for payment. ","(c) all the copies shall be signed or counter-signed in full or only initialled. However, only the first copy shall be sent Accounts Officer or cheque-drawing D.D.O. for payment. ",(d) signing of all the copies or any particular copy in full at the discretion of the Head of the Office.   ,A,[Rule: 36 (3)]
"13. In terms of the Indian Stamp Act, 1899 receipts from all sums must be stamped exceeding ",(a) Rs.100 ,(b) Rs. 200 ,(c) Rs. 500 ,(d) Rs. 5000   ,D,"[Rule: 37 (above Rs. 5000/- w,e,f 2004-05)]"
14. The limit of prescribed limit up-to which a receipt is not required to be stamped should be applied to ,(a) Net amount ,(b) Gross amount ,(c) either net or gross amount as per case   ,(d) all of the above   ,A,[Rule: Note 1 below 37]
15. Pick the incorrect one regarding Source from which cheque books are to be obtained ,(a) Cheques on the accredited bank shall be drawn on forms contained in cheque books supplied by the Accounts Officer or cheque-drawing D.D.O. concerned. ,(b) Cheque books are not to be obtained from the bank for the purpose. ,"(c) Drawing Officers of the Defence, Railways and Posts and Telegraphs shall obtain their supplies of cheque books from Security Press, Nasik. ","(d) Accounts Officers specially authorised by the Government to write cheques by means of cheque perforating machines may obtain their supply of, cheque forms by requisition from the Deputy Controller of Stamps, Central Stamp Stores, Nasik Road.   ",C,[Rule: 38. (Departmental arrangement and not from Nasik)]
"16. In cases where withdrawal of funds by cheques is no longer necessary, all the cheque forms of cheque books which remain partly or wholly unused shall be surrendered to the Accounts Officer who will destroy by incineration the partly used ones and put to proper use the books which are wholly unused under intimation to the ",(a) accredited bank ,(b) Principal Accounts Office ,(c) CCA ,(d) CGA   ,B,[Rule: 40 (3)]
