1. Which accounting concept satisfy the valuation criteria[D1] ,"(a) Going concern, Realisation, Cost ","(b) Going concern, Cost, Dual aspect ","(c) Cost, Dual aspect, Conservatism","(d) Realisation, Conservatism, Going concern.",A
"2. Small items like, pencils, pens, files, etc. are written off within a year according to concept ",(a) Consistency ,(b) Materiality ,(c) Conservatism ,(d) Realisation,B
3. In income measurement & recognition of assets & liabilities which of the following concepts goes together? ,"(a) Periodicity, Accrual, Matching ","(b) Cost, Accrual, matching ","(c) Going concern, cost, Realization","(d) Going concern, Periodicity, Reliability",A
"4. The accounting information should ensure to provide or serve i. making economic decision ii. Information on activities affecting the society. iii. for judging management’s ability to utilise resources effectively in meeting goals iv. factual and interpretative information by disclosing underlying assumptions on matters subject to interpretation, evaluation, prediction, or estimation","(a) i, iii and iv ","(b) ii, iii, iv","(c) i, ii",(d) All of the above,A
"5. To be comparable, an accounting information should i. belong to a common period ii. use common unit of measurement iii. use format of reporting iv. be free from error and bias ","(a) ii, iii and iv ","(b) i, ii and iii ","(c) i, iii and iv",(d) All of the above.,B
"6. Distinction between an expenditure whose benefit will be for a long period and whose benefit for a short period of say up to one year, is made under which of the following ",(a) Accounting Entity ,(b) Going concern Entity ,(c) Money Measuring Entity,(d) Accounting Period,B
"7. M/s Amit Enterprises, a business of stationery, bought stationery worth ? 200000 by paying ? 150000 by a cheque and ? 50000 in cash. The journal entry would be ",(a) Stationery Accounts Dr. ? 200000 To Bank Account ? 150000 To Cash Account ? 50000 ,(b) Bank Account Dr. ? 150000 Cash Account Dr. ? 50000 To Stationery Accounts ? 200000 ,(c) Bank Account Dr. ? 150000 Cash Account Dr. ? 50000 To Purchase Accounts ? 200000,(d) Purchase Accounts Dr. ? 200000 To Bank Account ? 150000 To Cash Account ? 50000,D
8. Which of the following is not a nominal Account? ,(a) Outstanding salaries Account ,(b) Salaries account ,(c) Interest paid,(d) Commission received,A
9. Huge expenditure incurred at the time of launching of a new product in market is a/an ,(a) Revenue Expenditure ,(b) Capital Expenditure ,(c) Contingent Expenditure,(d) Deferred Revenue Expenditure,D
10. Which of the following is/are fixed asset(s)? ,(a) Closing inventory ,(b) Fixed Deposits in a bank ,(c) Patents,(d) Prepaid expenses,C
11. Cost unit in a college may be[D2] ,(a) Teacher ,(b) Non teacher staff ,(c) Student ,(d) Number of departments,C
12. When job is very big and spread over long periods of time the method of costing adopted is ,(a) Process ,(b) Job ,(c) Contract ,(d) Operation e) Batch,C
13. Value added is the change in ,(a) Face value ,(b) Market value ,(c) Book value ,(d) Realizable value,B
14. Re-ordering level is ,(a) Maximum consumption x Minimum re-orders period,(b) Maximum consumption x Maximum re-orders period, (c) Maximum consumption x Average re-orders period,(d) Maximum consumption x (Maximum re-orders period – Minimum re-orders period),B
