1. How the book transfer entry in the cash book of a Forest Division is effected? ,(a) By debiting ,(b) by crediting ,(c) by per contra entry ,(d) by maintaining in subsidiary records,C,
2. Submission of Abstract of Contractorsï¿½/Disbursersï¿½ Ledger through Conservator to the A.G is mainly to ensure that ,(a) Report is submitted timely ,(b) Report being submitted are correctly prepared ,(c) Outstanding balance are cleared timely ,(d) All of the above,C,
3. The abstract for the month of March each year should be accompanied by a brief statement explaining the circumstances (including justification & steps taken) in which each items outstanding for ,(a) More than 3 months ,(b) More than 6 months ,(c) More than 12 months ,(d) More than 3 years,C,
4. Schedules of transaction with other Governments and Railways are prepared in Form ,(a) F.A 5 ,(b) F.A 6 ,(b) F.A 7 ,(d) F.A 8,C,
"5. If an error is discovered after the close of March Supplementary and its despatch to the A.G, the correction should be made as follows ",(a) My correcting the incorrect entry ,(b) by making a fresh entry in current cash book ,(c) No correction permitted ,"(d) Correction required, if any, on the advice of the A.G",D,
6. Find out the correct ones with respect to Contractorsï¿½ & Disbursersï¿½ Ledger (i) The pages in the Register should be number consecutively (ii) It should contain an index to the accounts it contains (iii) Each new account opened should be assigned a number (iv) The number should be given in consecutive order as they are opened and should run in the same order even a new ledger volume is opened ,(a) All of the above are correct ,(b) (i) & (ii) are correct ,(c) (i) (ii) & (iii) are correct ,(d) None is correct,C,
"7. At the time of verification of cash, any excess or loss should be accounted in a Forest Division as ",(a) Excess should be entered at once in the cash book whereas loss shall be entered in the cash book after sanction of the competent authority ,(b) Loss should be entered at once in the cash book whereas excess shall be entered in the cash book after sanction of the competent authority ,(c) Both excess and loss should be entered in the cash book at once ,(d) Neither excess nor loss should be entered unless sanction obtained,C,
8. Receipt and Recoveries on accounted of Capital Outlay shall be entered in the cash book on ,(a) Debit side ,(b) Credit side ,(c) Both the side ,(d) not required to be entered in the cash book,B,
9. Earnest money deposited directly to the treasury by the contractor/purchaser/supplier should be treated as ,(a) Forest remittance ,(b) Revenue Receipt ,(c) Revenue deposit ,(d) Work deposit,C,
10. Who makes the necessary adjustment regarding transaction of the Central Government or of Railways or other Governments originating in a Forest Division? ,(a) Finance wing of State Govt ,(b) AG of the concerned state ,(C) the governments with whom transaction made ,(d) Reserve Bank of India,B,
11. Expenditure on the construction or maintenance of a work may be divided broadly into two classes ,(a) Final and Suspense ,(b) Capital and Revenue ,(c) Cash and Stock ,(d) Major and Minor,C,
12. The daily attendances and absences of labourers and the fines inflicted on them should be recorded daily in ,(a) Part I of MR ,(b) Part II of MR ,(c) Summary of MR ,(d) Abstract of MR,A,
"13. Pick the correct one (i) detailed measurements should be recorded only by EE, Assistant EE or AE, or by the executive subordinates in charge of works to whom measurement books have been supplied for the purpose. (ii) All items of work in a project, irrespective of their cost, shall be measured and recorded by the Officer-in-charge of the work, not lower than the rank of J.E. It is, however, open to the rank of Sub-Divisional Officer to record measurements for any particular item of work himself. (iii) The Officer accepting the tender for any work may stipulate and require the Assistant Executive Engineer/Assistant Engineer to record measurements himself or exercise 100% check on the measurements recorded by his subordinate (iv) All measurements should be recorded neatly and directly in a measurement book, in the office of Sub-Divisional Officer and nowhere else. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) I, iii and iv ",(d) All of the above,A,(MB is written at site)
14. Standard measurement books of buildings are maintained in order to ,(a) Relieve from taking detailed measurement at each occasion ,(b) Facilitate preparation of budgetary estimate for addition and alteration ,(c) Facilitate preparation of contractor ledger ,(d) Preparation of estimates for periodical repairs and contractorï¿½s bill for such repair.,D,
15. The claim for refund of lapsed deposit should be preferred in Form ,(a) CPWA 46 ,(b) GAR 46 ,(c) CPWA 49 ,(d) GAR 49,B,
"16. Pick the correct one regarding Secured Advance (i) Allowed to a contractor, whose contract is for finished work, on the security of materials brought to site. (ii) Divisional Officers may sanction advances upto an amount not exceeding 75/90 per cent of the value as assessed by the Engineer-in-charge or an amount not exceeding 75/90 of the material element cost in the tendered rate of the finished item of work whichever is lower (iii) Generally material should be of an imperishable nature (iv) No formal agreement should be drawn up with the contractor. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv ",(d) All of the above,A,(an agreement in form of CPWA 31)
17. Pick the correct one regarding Mobilisation advance (i) It may be granted in respect of certain specialized and capital intensive works costing not less than Rupees two crore (ii) Such advances should not be more than 10% of the tendered value or Rs. 1 crore whichever is less (iii) Such advances termed as Mobilisation advance shall bear simple interest at the rate of 10% per annum to be calculated from the date of payment to the date of recovery (both days exclusive) on the outstanding amount of advance. (iv) Mobilisation advance should be classified to the respective work and so recovery of interest shall be classified to respective work (minus debit) ,(a) i and ii ,"(b) i, ii and iii ","(c) ii, iii and iv ",(d) All of the above,A,(both dates inclusive & interest to 0049)
"18. When materials are issued to contractor and direct to work from stock/manufacture accounts, the adjustment will be effected ",(a) As soon as possible at the receipt of material ,(b) At the end of the month ,(c) at the time of completion of work ,(d) At the end of the year,B,
19. Charged expenditure is mentioned in Article ,(a) 112 (1) ,(b) 112 (2) ,(c) 112 (3) ,(d) 112 (4),C,
20. Who among the following is a Direction Officer? ,(a) Divisional Officer ,(b) Divisional Accountant ,(c) Superintendent of Workshop ,(d) Pay and Accounts Officer,C,
21. Assets in a Public Work Division denotes ,"(a) High value machinery, equipment and building etc. ",(b) Material and human resources of a division ,(c) A project or work duly completed ,(d) Outstanding or anticipated credit on account of a work,D,
"22. The rate of cost of the entire work relating to a sub-head, including the cost of material, if recorded separately in Accounts is called ",(a) Final cost ,(b) Inclusive cost ,(c) Exclusive cost ,(d) Rate of cost,B,
23. An amount of Rs. 20000/- on PF contribution (8009) was wrongly credited to CGEIS(8011) and at the time of detection of error the account of the year was open. Pick the correct rectifying entry ,(a) Debit 8011 Credit 8009 ,(b) Minus Debit 8011 and credit 8009 ,(c) Minus credit 8011 and credit 8009 ,(d) Minus credit 8011 and minus debit 8009,C,
"24. In case of a department not having corresponding receipt head to credit the amount or error or otherwise, the credit should be made to the major head ",(a) 0070 ,(b) 0075 ,(c) 8443 ,(d) 4000,B,
25. Pick the incorrect one regarding date of issue of LoC (i) First : Beginning of the FY (ii) Second : By 30th June (iii) Third : By September (iv) Fourth : By January (v) Fifth (last) : By 10th March ,(a) i and v ,(b) ii and iii ,"(c) ii, iii and v ","(d) iii, iv and v",C,"(2nd- 10 June, 3rd- October, 5th or last-15 Mar"
26. An amount of Rs. 5000/- received in cheque on account of rent of General Pool Accommodation shall be accounted in the cash book as Particular Cash Bank Classification ,(a) Rent of General Pool Accommodation 5000 0059 ,(b) Rent of General Pool Accommodation 5000 0059 ,(c) Rent of General Pool Accommodation 5000 0216 ,(d) Rent of General Pool Accommodation 5000 0216,C,(only cash column in Receipt side of C/Book)
27. All cheques in the Divisional office shall bear two signature if the amount of the cheque is ,(a) Rs. 1 lakh or more ,(b) More than Rs. 1 lakh ,(c) Rs. 10 lakh or more ,(b) More than Rs. 10 lakh,C,
28. Part of cash includes (i) Legal tender coin (ii) Legal tender notes (iii) Cheque/draft towards departmental dues (iv) Deposit at call receipt (v) Rs. 1 Revenue Stamp (vi) Postage Stamp ,"(a) i, ii,, iii ","(b) i, ii, iii, v ",(c) All except vi ,(d) All of the above,B,(Deposit at call receipt of schedule bank is treated as cash)
"29. If the licence fee recoverable from a Government servant is limited to a certain percentage of his emoluments, and such emoluments are changed retrospectively, the rate at which licence fee is recovered should also be changed ",(a) Retrospectively ,(b) Prospectively ,(c) From the date of issue of orders ,(d) At the discretion of Divisional Officer,A,
30. The sub head ï¿½Other itemsï¿½ of Misc. Works Advance is meant for the following except ,"(a) debits, the classification of which cannot be determined at once; ",(b) recoverable debits not pertaining to the accounts of a work; ,"(c) recoverable outstanding appertaining to works, the accounts of which are closed ",(d) recoverable outstanding pertaining to a Deposit Work,D,(it is recorded under a separate class of MWA)
31. Classification of works in Public Works Department as per funding of works ,(a) Government and Non-Government Works ,(b) Budgeted and Deposit Work ,(c) Major and Minor Work ,(d) Capital and Revenue Works,B,(Works Manual 2014)
32. Registered Labour Co-operative Societies are exempted from payment of earnest money for works estimated to cost up-to ,(a) Rs.3 lakhs. ,(b) Rs. 5 lakhs ,(c) Rs. 10 lakhs ,(d) Rs. 15 lakhs,A,(Works Manual 2014)
"33. Who should see that all the forms issued to tenderers, whether printed or otherwise are clear, legible and unambiguous and the schedule of quantities attached to the tender document? ",(a) JE ,(b) AE ,(c) DA ,(d) DO,C,(Works Manual 2014)
34. The percentage deducted from the gross amount of each running bill as well as final bill of the contractor as Security Deposit ,(a) 2% ,(b)2.5% ,(c) 5% ,(d)7.5%,B,(Works Manual 2014)
