1. Which qualitative characteristics of accounting information is reflected when accounting information is clearly presented[D1]? ,(a) Understandability ,(b) Relevance ,(c) Comparability,(d) Reliability,A
2. Which of the following is not a current assets ,(a) Inventory ,(b) Sundry Debtor ,(c) Furniture,(d) None of the given,C
3. Assumption of accounting entity or business entity concept is applicable for which of the following business organizations. ,(a) Societies ,(b) Joint Stock Companies/ Partnership Firms ,(c) Corporations,(d) All the above,D
4. Switching accounting principles every year would violate the ,(a) Principle of Conservatism ,(b) Principle of Going concern ,(c) Consistency principle,(d) Principle of Money Measurement,C
5. Voucher is prepared from ,(a) Documentary evidence ,(b) Journal entry ,(c) Ledger account,(d) All of the above,A
6. Double entry accounting requires that ,(a) All transactions that create debits to asset accounts must create credits to liability or capital accounts ,(b) A transaction that requires a debit to a liability account require a credit to an asset account ,(c) Every transaction must be recorded with equal debits equal total credits.,(d) All of the above,C
7. Calculate the manager’s commission on the profit after charging such commission when the net profit of the firm is ? 50000/- and the rate of commission is 10% ,(a) ? 5000 ,(b) ? 5500 ,(c) ? 4545,(d) ? 5555,C
8. Calculate cost of goods sold and gross profit from the following information. Sales Rs. 62500 Sales Returns Rs. 500 Opening Stock Rs. 6400 Purchases Rs. 32000 Direct Expenses Rs. 4200 Closing Stock Rs. 7200 ,(a) ? 69200 ,(b) ? 62000 ,(c) ? 35400,(d) ? 26600,C
9. Nominal or Registered capital is ,(a) capital which is actually issued to the public for subscription including the shares allotted to vendors and the signatories to the company’s memorandum. ,(b) the amount of share capital which a company is authorised to issue by its Memorandum of Association. ,(c) capital which has been actually subscribed by the public.,(d) capital which has been called up on the shares,B
10. Pick the right one ,"(a) Capital increases by net profit and fresh capital introduced, decreases by drawings and net loss ","(b) Capital decreased by net profit and fresh capital introduced, increases by drawings and net loss ",(c) Capital remains static and is not influenced by net profit and drawing and loss,(d) Capital always increases irrespective of profit and loss of the business.,A
"11. The classes of shares in which the company’s capital is to be divided, along with their respective rights and obligations, are prescribed by the ",(a) Board of Director ,(b) General Resolution ,(c) Memorandum of Association,(d) Articles of Association of the company.,D
