1. Costs that change in response to alternative courses of action are called[D1] ,(a) Relevant costs ,(b) Differential costs ,(c) Target costs,(d) Sunk costs,A
2. Period I: Sales ? 20 lakhs; Profit- ? 2 lakhs Period II: Sales ? 30 lakhs; Profit ? 4 lakhs. The Profit/Volume ration will be ,(a) 12% ,(b) 10% ,(c) 20%,(d) 15%,C
3. The measureable value of an alternative use of resources is referred to as: ,(a) An opportunity cost ,(b) An imputed cost ,(c) A sunk cost,(d) None of these,A
4. Variable costs are conventionally deemed to ,(a) Be constant per unit of output ,(b) Vary per unit of output as production volume changes ,(c) Be constant in total when production volume changes,"(d) Vary, in total, from period to period when production is constant",A
5. The method of inventory management is particularly suitable in case of perishable materials and in the period of falling prices ,(a) Simple Average ,(b) Average Weightage ,(c) LIFO,(d) FIFO,D
6. Pick the correct one ,(a) Discarded material substances having no value is called scrap ,(b) Discarded material substances having some value is waste ,(c) Both A&B,(d) None of the given,D
7. Incorrect about ABC Analysis ,(a) Category A- 10% of total inventory but 70% of the value of total inventory ,(b) Category B- 20% of total inventory but 20% of the value of total inventory ,(c) Category C- 70% of total inventory but 10% of the value of total inventory,(d) None of the given,D
8. The basic research cost should be treated as ,(a) Product cost ,(b) Production cost ,(c) Production overhead,(d) Period cost,C
"9. With regard to break –even charts and break-even analysis, which of the following is true? ",(a) It is assumed that variable cost fluctuates in direct proportion to output ,(b) The break-even point is at the intersection of the sales line and the variable cost line ,(c) A break-even chart shown the maximum profit possible,(d) A break-even chart is capable of dealing with any change of product mix,A
10. Interest on own capital is a ,(a) Cash cost ,(b) Notional cost ,(c) Sunk cost,(d) Part of prime cost,B
"11. Inventory of ? 96,000 was purchased during the year. The cost of goods sold was ? 90,000 and the ending inventory was ? 18,000. What was the inventory turnover ratio for the year? ",(a) 5.0 times ,(b). 5.3 times ,(c). 6.0 times ,(d). 6.4 times,C
"12. If time allowed for a job is 10 hours, time taken for the job is 8 hours and rate of pay is ? 2 per hour, the bonus to the worker is : ",(a) ?1.20 ,(b) ?2.00 ,(c) ?3.20,(d) None of the above,C
"13. Juniper Limited‘s budgeted overhead in the last period was ? 170,000. Its overhead absorbed and incurred for the same period were ? 180,000 and ? 195,000 respectively. What is its amount of over- or under- absorption of overhead? ","(a) Under-absorption of ? 15,000 ","(b) Under-absorption of ? 25,000 ","(c) Over-absorption of ? 15,000","(d) Over-absorption of ? 25,000",A
"14. Annual requirement is 7800 units; consumption per week is 150 units. Unit price ? 5, order cost ? 10 per order. Carrying cost ? 1 per unit and lead time is 3 week, The Economic order quantity would be: ",(a) 395 units ,(b) 300 units ,(c) 250 units,(d) 150 units,A
"15. If 120 units produced, 100 units were sold @ ? 200 per unit. Variable cost related to production & selling is ? 150 per unit and fixed cost is ? 5,000. If the management wants to decrease sales price by 10%, what will be the effect of decreasing unit sales price on profitability of company? ",(a) Remains constant ,(b) Profits will increased ,(c) Company will have to face losses,"(d) None of the given options MCQ 16-19 are based on the following data: The following is the Income Statement of a Company for last month: Particular Amount (i) Sales ? 4,000,000 (ii) Less: variable expenses ? 1,800,000 (iii) Contribution margin ? 2,200,000 (iv) Less: fixed expenses ? 7,20,000 (v) Net income ? 14,80,000 The company has no beginning or ending inventories. A total of 80,000 units were produced and sold last month.",C
16. What is the company's contribution margin ratio? ,(a) 30% ,(b) 55% ,(c) 50%,(d) None of given options,B
17. What is the company's break-even in units? ,"(a) 48,000 units ","(b) 72,000 units ","(c) 80,000 units",(d) None of the given options,D
"18. How many units would the company have to sell to attain target profits of ? 600,000? ","(a) 48,000 units ","(b) 88,000 units ","(c) 106,668 units",(d) None of given options,A
19. What is the company's margin of safety in ? ? ,"(a) ? 1,600,000 ","(b) ? 2,400,000 ","(c) ? 25,60,000",(d) None of the given options,C
20. A worker takes 6 hours to complete a job under a scheme of payment by results. The standard time allowed for the job is 9 hours and wage rate is ?.15/hour. Wage payable under the Rowan Plan would be ,(a) ? 90 ,(b) ?112.5 ,(c) ? 120,(d) ? 135,C
21. Which of the following is true with respect to providing depreciation under diminishing balance method[D2]? ,(a) The amount of depreciation keeps increasing every year while the rate of depreciation keeps decreasing ,(b) The amount of depreciation and the rate of depreciation decrease every year ,(c) The amount of depreciation decreases while the rate of depreciation remains the same ,(d) The amount of depreciation and the rate of depreciation increases every year,C
22. The balance of Revaluation Reserve pertaining to an asset that has been disposed off or retired can be transferred to ,(a) General Reserve A/c ,(b) Profit & Loss A/c ,(c) Asset A/c ,(d) Capital Reserve A/c,D
23. The creation of provision for doubtful debts given as an adjustment requires ,(a) Debit Profit and Loss Account and deduct the provision from debtors ,(b) Credit Profit & Loss Account and deduct the provision from debtors ,(c) Credit Profit and Loss Account and add the provision to debtors ,(d) Debit Profit & Loss Account and add the provision to debtors,A
24. Profit prior to incorporation is an example of: ,(a) Capital reserve ,(b) Revenue reserve ,(c) Secret reserve,(d) None of these,A
"25. The opening balance of “provision for doubtful debts account” is ? 1000 whereas the closing balance of debtors account is ? 100,000. What amount of provision for doubtful debts should be charged to income statement using a 5% provision for doubtful debts for the current accounting period? ",(a) ? 5000 ,(b) ? 4000 ,(c) ? 2000,(d) ? 1000,B
26. The main objective of providing depreciation is to ,(a) Calculate the true profit ,(b) Show the true financial position in the Balance Sheet ,(c) Provide funds for replacement of fixed assets ,(d) Both ,D
"27. The maximum amount beyond which a company is not allowed to raise funds, by issue of share is[D3] ",(a) Issued Capital ,(b) Reserve Capital ,(c) Subscribed Capital ,(d) Authorised Capital,D
"28. If the total of the credit side of the Trading account is more than the total of the debit side, the difference is the ",(a) Gross Loss ,(b) Gross Profit ,(c) Net Loss,(d) Net Profit,B
"29. If net profit of a firm is ? 20000/- and manager is provided a commission @5% on the profit before charging such commission, the amount of manager commission that to be shown in Profit & Loss Accounts will be ",(a) ? 1000 ,(b) ? 1905 ,(c) ? 952,(d) ? 2000,A
"30. Pick the correct one i. Current ratio is calculated as Current Assets/Current Liabilities ii. The ideal current ratio is 3:1 iii. Higher the ratio, the greater is the short term solvency of a firm and vice a versa. However, if the ratio is very high it means the current assets are lying idle. iv. Lower the ratio means that short term solvency of the firm is not good ","(a) ii, iii and iv ","(b) i, iii and iv ","(c) i, ii and iii",(d) All of the above,B
"31. Calculate liquid or quick ratio from the data given below Sundry debtors 4,00,000 Stock 160,000 Marketable securities 80,000 Cash 120,000 Prepaid expenses 40,000 Bill payables 80,000 Sundry creditors 160,000 Debentures 2,00,000 Outstanding Expenses 160,000 ",(a) 2:1 ,(b). 1.5:1 ,(c). 1.9:1 ,(d). 1.75:1,B
32. Qualitative characteristics of financial information are[D4] i. Reliability ii. Understandability iii. Relevance iv. Comparability v. Long-lasting ,"(a) i, ii, iii and iv ","(b) ii, iii, iv and v ","(c) i, iii, iv and v",(d) All of the above,A
33. The stakeholder that concerned with ensuring that the money invested in the company/organisation is generating an adequate return and that the company/organisation is able to pay its debts and remain solvent ,(a) Owner ,(b) Shareholder ,(c) Director/Management,(d) Bank/Lender,C
34. Depreciation to Fixed assets is provided keeping in mind ,(a) Business Entity ,(b) Going Concern ,(c) Convention of Conservatism,(d) Convection of Consistency,B
"35. Every transactions has two aspects i.e., debit and credit, under which of the following accounting principles: ",(a) Cash Accrual Principle ,(b) Revenue Accrual Principle ,(c) Dual Aspect Principle,(d) Double Entry Book-keeping System,C
36. The information which will influence the decision of its user is called ,(a) Revenue ,(b) Material ,(c) Accrual,(d) Consistency,B
37. All fixed assets are recorded in the books of accounts at their historical price under ,(a) Conservatism Concept ,(b) Revenue Recognition Concept ,(c) Principle of Objectivity,(d) Cost Concept,D
"38. If a firm believes that some of its debtors may ‘default’, it should act on this by making sure that all possible losses are recorded in the books. This is an example of the ",(a) Business Entity concept ,(b) Accrual Concept ,(c) Going Concern Concept,(d) Conservatism Concept,D
"39. If the Going Concern concept is no longer valid, which of the following is true? ",(a) All prepaid assets would be completely written-off immediately ,(b) Total contributed Capital and Retained Earnings would remain unchanged ,(c) Intangible Assets would continue to be carried at net Amortized historical cost ,(d) Land held as an Investment would be valued at its realizable value,D
"40. In the creditors control account, all of the below exist except: ",(a) Credit purchases ,(b) Purchase returns ,(c) Cash purchases ,(d) Cash/cheques paid,C
"41. Mr. Rohit, owner of Rohit Furniture Ltd., owns a personal residence that cost ? 6,00,000, but has a market value of ? 9,00,000. During preparation of the financial statement for the business, the entire value of property was ignored and was not shown in the financial statements. The principle that was followed was ",(a) The concept of the Business Entity ,(b) The concept of the Cost Principle ,(c) The concept of Going Concern Principle ,(d) The concept of Duality Principle,A
"42. A firm purchased goods costing ? 1,00,000. He sold goods costing ? 50,000 at ? 75,000 and the remaining were sold to a customer cooperative society at the same GP as in the case of direct sales less 20%. Find the total sales of the firm[D5] ","(a) ? 1,35,000 ","(b) ? 90,000 ","(c) ? 1,50,000 ","(d) ? 1,40,000",A
"43. Calculate sales from the following Opening Stock ? 50,000, Closing Stock ? 40,000, Purchase less returns ? 1,90,000, Profit margin is 16.66% on the sales ","(a) ? 2,20,000 ","(b) ? 2,40,000 ","(c) ? 1,50,000 ","(d) ? 1,90,000",B
44. Choose the true statement ,(a) Accrued income represent income unearned but realized in cash ,(b) Accrued income represent income earned but not realized in cash ,(c) Accrued income A/c is shown on the liability side ,(d) No tax is payable on accrued income,B
45. Which of the following errors is an error of principle? ,"(a) Total sales figure was taken as ? 19,373 instead of ? 19,733 ",(b) A discount of ? 30 allowed to Mr. A was not recorded in the discount allowed account ,(c) Legal charges for acquisition of building for ? 500 was entered in the Legal Expenses Account ,"(d) ? 1,000 received from Mr. X was posted to the credit of Mr. M",C
46. Which of the following errors is an error of omission? ,(a) Sale of ? 100 was recorded in the Purchases Journal ,(b) Wages paid to Mohan have been debited to his account ,(c) The total of the sales journal has not been posted to the Sales Account ,(d) Repairs to buildings have been debited to buildings account,C
"47. From the books of Mr. Nitin, it was observed that cheques amounting to ? 2,40,000 were deposited in the bank, out of which cheques worth ? 20,000 were dishonoured and cheques worth ? 40,000 are still in the process of collection. The treatment of this while preparing Bank Reconciliation Statement is ","(a) Deduct ? 60,000 from bank balance as per pass book ","(b) Add ? 20,000 and deduct ? 40,000 from overdraft balance as per cash book ","(c) Deduct ? 60,000 from overdraft balance as per pass book ","(d) Add ? 60,000 from overdraft balance as per pass book",C
48. Purchase of Fixed Assets on credit is originally recorded in ,(a) Purchases Book ,(b) Ledger ,(c) Cash Book ,(d) Journal Proper,D
49. The document listing the latest balances of all Real and Personal A/c in the ledger on a given date is known as ,(a) Trial Balance ,(b) Positional Statement ,(c) Income Statement ,(d) Charter of Accounts,B
50. Which of the following statements is false? ,"(a) When the bank column of a Cash Book shows a credit balance, it means an amount is due to the bank ","(b) When Pass Book shows a debit balance, it means overdraft as per Pass Book ","(c) While preparing Bank Reconciliation Statement, cheques paid into bank but not yet cleared are deducted from the Debit balance as per Cash Book to arrive at the balance as per Pass Book",(d) A Bank Reconciliation Statement is a part of Pass Book,D
51. Which of the following statements is correct? ,(a) The Trial Balance is prepared after preparing the Profit and Loss Account ,(b) The Trial Balance shows only balances of Assets and Liabilities ,(c) The Trial Balance shows only nominal account balances ,(d) The Trial Balance has no statutory importance from the point of view of law,D
"52. As per AS-2, closing stock is generally valued at[D6] ",(a) Cost Price ,(b) Market Price ,(c) Cost price or Market price whichever is higher ,(d) Cost price or Market price whichever is lower,D
"53. Property, Plant and Equipment are conventionally presented in the Balance Sheet at historical cost- depreciation portion thereof i.e. net book value in terms of Accounting Standard ",(a) AS-10 ,(b) AS-06 ,(c) AS-13,(d) AS-08,A
54. Accounting Standards are issued for the purpose of — ,(a) For improving the reliability of financial statements ,(b) Harmonizing accounting policies ,(c) Elimination of non-comparability between financial statements,(d) All the three,D
"55. In terms of AS-09 Revenue recognition, the components of revenue are ",(a) Proceeds from sale of goods and rendering of services ,"(b) Proceeds from sale of goods, rendering of services and interest ","(c) Proceeds from sale of goods, rendering of services, interest, royalties and dividends","(d) Proceeds from sale of goods, rendering of services, interest, royalties, dividends and disposal of assets.",C
"56. In terms of provision given there AS-10 Accounting of Fixed Assets (Property, Plant and Equipment), the cost of a fixed asset includes i. Import Duties and other non-refundable taxes ii. Any expenses before the asset is put to use and commercial production iii. Professional fees iv. Loss on deferred payment on a/c of foreign currency liability ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above,D
57. Pick the incorrect one ,(a) AS 13- Accounting for Amalgamation ,(b) AS-17- Segment Reporting ,(c) AS 18-Lease,(d) AS 22- Accounting for Taxes on Income,C
"58. In accordance with the AS-29 that deals with Provision, Contingent Liabilities and Contingent Assets, pick the correct one i. A present obligation is an obligation is a present obligation if, based on the evidence available, its existence at the balance sheet date is considered Probable, i.e. more likely than not. ii. An obligation is a possible obligation if, based on the evidence available, its existence at the balance sheet date is considered Not Probable. iii. A contingent liability is the liability the existence of which will be confirmed by the occurrence or non- occurrence of future events not wholly within the control of the enterprise. iv. In addition to disclosing the Contingent liability in Financial Statement, suitable provision with reliable estimation should be made in the Financial Statement. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above.,A
59. In terms of AS-25 interim financial report means a financial report containing either a complete set of financial statements or a set of condensed financial statements (as described in this Statement) for an interim period i.e. a reporting period shorter than a full financial year and consist of following except ,(a) condensed balance sheet & condensed statement of profit & loss ,(b) condensed cash flow statement ,(c) selected explanatory notes,(d) None of the given,D
