1. Which of the following is NOT one of the four major data processing functions of a computer? ,(a) gathering data ,(b) processing data into information ,(c) analysing the data or information ,(d) storing the data or information,C, 
2. All of the following are examples of storage devices EXCEPT: ,(a) hard disk drives ,(b) printers c . floppy disk drives ,(c) CD drives,,B, 
3. The CPU and memory are located on the: ,(a) expansion board ,(b) motherboard ,(c) storage device ,(d) output device,B, 
4. ............... is the science that attempts to produce machines that display the same type of intelligence that humans do ,(a) Nanoscience ,(b) Nanotechnology ,(c) Simulation ,(d) Artificial intelligence (Al),D, 
5. Servers are computers that provide resources to other computers connected to a ,(a) networked ,(b) mainframe ,(c) supercomputer ,(d) client,A, 
"6. When creating a computer program, the ......... designs the structure of the program ",(a) End user ,(b) System Analyst ,(c) Programmer ,(d) All of the above,B, 
7. Computers process data into information by working exclusively with ,(a) multimedia ,(b) word ,(c) numbers ,(d) characters,C, 
8. The difference between people with access to computers and the Internet and those without this access is known as the ,(a) digital divide ,(b) Internet divide ,(c) Web divide ,(d) E-illiteracy,A, 
"9. Computers manipulate data in many ways, and this manipulation is called...... ",(a) upgrading ,(b) processing ,(c) batching ,(d) utilizing,B, 
10. The ability to recover and read deleted or damaged files from a criminal's computer is an example of a law enforcement speciality called: ,(a) robotics ,(b) simulation ,(c) computer forensics ,(d) animation,C, 
11. The………….data mining technique derives rules from real-world case examples. ,(a) Rule discover ,(b) Signal processing ,(c) Neural nets ,(d) Case-based reasoning,C, 
12. …………….are used to identify a user who returns to a Website ,(a) Cookies ,(b) Plug-ins ,(c) Scripts ,(d) ASPs,A, 
13. Codes consisting of lines of varying widths or lengths that are computer-readable are known as ,(a) an ASCII code ,(b) a magnetic tape ,(c) an OCR scanner ,(d) a bar code,D, 
14. Why is it unethical to share copyrighted files with your friends? ,"(a) It is not unethical, because it is legal. ",(b) It is unethical because the files are being given for free. ,(c) Sharing copyrighted files without permission breaks copyright laws. ,(d) It is not unethical because the files are being given for free.,C, 
15. Reusable optical storage will typically have the acronym ,(a) CD ,(b) DVD ,(c) ROM ,(d) RW,D, 
16. The most common type of storage devices are ,(a) Steel ,(b) optical ,(c) magnetic ,(d) flash,B, 
17. A device that connects to a network without the use of cables is said to be ,(a) Distributed ,(b) free ,(c) centralized ,(d) none of these,D, 
18. A person who used his or her expertise to gain access to other people's computers to get information illegally or do damage is a ,(a) Hacker ,(b) spammer ,(c) instant messenger ,(d) programmer,A, 
"19. To access properties of an object, the mouse technique to use is ",(a) Dragging ,(b) dropping ,(c) right-clicking ,(d) shift-clicking,C, 
20. A DVD is an example of a (n) ,(a) hard disk ,(b) optical disc ,(c) output device ,(d) solid-state storage device,B, 
21. The process of transferring files from a computer on the Internet to your computer is called ,(a) Downloading ,(b) uploading ,(c) FTP ,(d) JPEG,A, 
22. . .......... is the process of dividing the disk into tracks and sectors. ,(a) Tracking ,(b) Formatting ,(c) Crashing ,(d) Allotting,B, 
23. Help Menu is available at which button? ,(a) End ,(b) Start ,(c) Turnoff ,(d) Restart,B, 
24. Which is not a basic function of a computer? ,(a) Store data ,(b) Accept input ,(c) Process data ,(d) Copy text,D, 
25. ASCII is a coding system that provides ,(a) 256 different characters ,(b) 512 different characters ,(c) 1024 different characters ,(d) 128 different characters,C, 
26. Which part of the computer is directly involved in executing the instructions of the computer program? ,(a) The scanner ,(b) The main storage ,(c) The secondary storage ,(d) The processor,D, 
"27. When a computer is switched on, the booting process performs ",(a) Integrity Test ,(b) Power-On Self-Test ,(c) Correct Functioning Test ,(d) Reliability Test,B, 
28. Which of the following is not a binary number? ,(a) 001 ,(b) 101 ,(c) 202 ,(d) 110,C, 
29. Which of the following does not store data permanently? ,(a) ROM ,(b) RAM ,(c) Floppy Disk ,(d) Hard Disk,B, 
