"1. All units in the Ministries currently looking after the function of undertaking evaluation, preparation of Annual/Five Year Plan are to function under the overall supervision and control of ",(a) CCA ,(b) Financial Advisor ,(c) CGA ,(d) Budget Division,B,Para 1.3 (xv) CAM
2. Responsible for reconciliation of accounts with the respective PAO and settle any discrepancy pointed out by him is ,(a) Dealing Branch ,"(b) CAS, Nagpur ",(c) Pr. AO ,(d) Focal Point Bank,D,Appendix 2 Point 10 (II) (h) CAM
3. An account of cheque forms used daily should be maintained by the Cashier in Form ,(a) CAM 1 ,(b) CAM 5 ,(c) CAM 2 ,(d) CAM 6,C,Appendix 3 Point 9 CAM; CAM 1- Stock Register of Cheque Books/Forms CAM 5- Register of Tokens; CAM 6- Certificate Of Tokens
"4. Pick the correct one i. DDO shall prepared List of Payments in Form CAM 21 in quadruplicate ii. List of payment in Form CAM 21 shall be prepared weekly for first three weeks of the month and on daily basis for 22nd to last day of work of the month. iii. Weekly list of payment shall be submitted to the PAO by 9th, 16th and 23rd days of the month. iv. Last day's scroll shall be submitted to the PAO by the period of 3rd of the following month. ","(a) ii, iii and iv ","(b) i, ii and iii ","(c) i, iii and iv ",(d) All of the above.,A,Para 3.4.3 CAM. List of payment is prepared in triplicate
5. All categories of cheques shall bear two signatures where the cheque is drawn for ,(a) above ? 10 lakh ,(b) above ? 20 lakh ,(c) ? 10 lakh and above ,(d) ? 20 lakh and above,C,Para 3.5.1 (viii) CAM
6. Requisition for production of original documents relating to accounts which are in the possession of departmentalized accounts organization to the Special Police Establishment (SPE) required for investigation shall be sent by the SPE at the level of not less than a ,(a) Inspector ,(b) Dy. Superintendent of Police ,(c) Superintendent of Police ,(d) Dy. Inspector General,C,Para 17.8.1 (i) CAM
"7. In respect of court deposits, deposits with Public Works or Forest Divisions etc., the responsible for keeping the detailed accounts of deposit transactions is ",(a) PAO ,(b) Departmental Officer concerned ,(c) Administrator appointed for the purpose ,(d) All of the above,B,Para 17.2.1 (i) CAM
8. Pick the correct one ,"(a) If the foreign employer pays the requisite contributions, the leave salary contribution shall be at 11% of net pay drawn in Foreign Service. ","(b) If the Govt. servant himself pays the requisite contributions, the leave salary contribution shall be at 11% of the pay actually drawn in Foreign Service ",(c) Both A&B ,(d) None of the given,D,"Note below Para 9.3.2 CAM; If the foreign employer pays the requisite contributions, the leave salary contribution shall be at 11% of the pay actually drawn in Foreign Service; If the Govt. servant himself pays the requisite contributions, the leave salary contribution shall be at 11% of net pay drawn in Foreign Service"
9. In respect of pensioners who have not submitted a certificate/option for drawing pension through M.O the charges of remittances will be deducted from the amounts of pension if the pension exceeds ,(a) ? 500 ,(b) ? 1500 ,(c) ? 1000 ,(d) ? 2000,A,Point 3 of Annexure B of CAM (Para 7.57)
10. The Register of Missing Credits/Debits (CAM 50) should be closed ,(a) Weekly ,(b) Fortnightly ,(c) Monthly ,(d) Quarterly,C,"Para 6.10.2 CAM. All the ledger folios shall be reviewed twice a year in the months of September and March, by the Asst./Jr. Accounts Officer."
11. In case of transfer of a Provident Fund subscriber from one PAO to another ,(a) the original ledger folio/ card maintained by the PAO is sent to new PAO by keeping an extract from the ledger folio/card along with the cheque ,(b) the original ledger folio/ card maintained by the PAO is not sent to new PAO but only an extract from the ledger folio/card shall be sent along with the cheque ,(c) the original ledger folio/ card for the last 3 years maintained by the PAO is sent to new PAO by keeping an extract from the ledger folio/card along with the cheque ,(d) the original ledger folio/ card the last 3 years maintained by the PAO is not sent to new PAO but only an extract from the ledger folio/card shall be sent along with the cheque,B,Para 6.6.2 CAM
12. Public/Other Nominated (Private Sector) Bank Suspense under 8658-Suspense Accounts- is cleared by Pr. AO by transferring the same to the Major Head ,(a) 8782 ,(b) 8999 ,(c) 8671 ,(d) 8675,D,Para 7.11.1 (ii) CAM
13. All moneys received by or on behalf of the Government shall be deposited to Government Accounts WITHOUT DELAY under the provision of ,(a) Article 150 and Article 283 (1) ,(b) Article 149 and Article 284 (1) ,"(c) Article 150, Article 283(1) and Article 284 (1) ","(d) Article 149, Article 150, Article 283(1) and Article 284 (1)",A,Rule 7 GFR 2017
14. The duties and responsibilities of a controlling officer in respect of funds placed at his disposal are to ensure i. Expenditure does not exceed the budget allocation ii. Expenditure is incurred for the purpose for which funds have been provided iii. Expenditure is incurred in public interest iv. Adequate control mechanism is functioning to guard waste and loss ,"(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv ",(d) All of the above,D,Rule 26 GFR 2017
15. Department exempted from submission of annual statement of remission is ,(a) Railways ,(b) Department of Post ,(c) Defence ,(d) Income Tax department,B,Rule 19 GFR 2017
16. Permanent Advance or Imprest may be granted by ,(a) Head of Department ,(b) PAO ,(c) Head of Department in consultation with the internal financial wing ,(d) Head of Department in consultation with the PAO,C,Rule 322 GFR 2017
17. No guarantees shall be given without the approval of ,(a) Budget Division (Department of Economic Affairs) ,(b) Credit Division (Department of Economic Affairs) ,"(c) Controller Aid, Account and Audit (Department of expenditure) ",(d) Integrated Finance Division (Department of Economic Affairs),A,Rule 277(iv) GFR 2017
18. GFT stands for ,(a) General Financial Transaction ,(b) Government Financial Transaction ,(c) General Foreign Transaction ,(d) Government Foreign Transaction,D,Rule 267(ii) GFR 2017
"19. Submission of Utilization Certificate, Reports, Statements, etc in respect of loan has been mentioned in GFR Rule ",(a) Rule 251 ,(b) Rule 266 ,(c) Rule 261 ,(d) Rule 256,D,
20. A loan should bear the interest for the period ,(a) both the day of payment and the day of repayment inclusive ,(b) both the day of payment and the day of repayment exclusive ,(c) for the day of payment but not for the day of repayment. ,(d) for the day of repayment but not for the day of payment.,C,Rule 251 (2) GFR 2017
