"1. In the case of a Union Territory with separated accounts, the Chief Accounting Authority will be ",(a) Accountant General concerned ,(b) Union Home Secretary ,(c) Chief Secretary/ Chief Commissioner ,(d) Administrator,C,Rule 2 (c) GAR 1990.
2. Monthly account statement shall accompany supporting details as may be prescribed by ,(a) the RBI in consultation with the CGA ,(b) the CAG in consultation with the CGA ,(c) the CGA in consultation with the CAG ,(d) President in consultation with the CAG,A,Rule 8 (3) GAR 1990.
3. Officers of the Civil Departments who pay their receipts into the Consolidated Fund or the Public Account or withdraw moneys for expenditure therefrom or from the Contingency Fund in lump will submit detailed accounts of their transactions to their ,(a) respective Ministry/Department ,(b) respective Accountant General ,(c) respective Focal Point Branch ,(d) All of the above,B,Rule 15 (c) GAR 1990.
4. Balance due by Government remaining unclaimed for such time as may be prescribed by Government shall be adjusted as ,(a) debit Suspense and credit debt or deposit as the case may be ,(b) debit debt or deposit as the case may be and credit Suspense ,(c) debit Revenue head and credit debt or deposit as the case may be ,(d) debit debt or deposit as the case may be and credit Revenue Head,D,Rule 38 GAR 1990.
"5. When a special officer is employed for the acquisition of land of any department, ","(a) the expenditure on pay, allowances etc of the Special Officer shall be borne by the department to which he/she belongs whereas the establishment and any expenditure on contingencies shall be borne by the department for which the land is acquired as the cost of land/project. ","(b) the expenditure on pay, allowances etc of the Special Officer and the establishment and any expenditure on contingencies shall be borne by the department for which the land is acquired as the cost of land/project ","(c) the expenditure on pay, allowances etc of the Special Officer and the establishment and any expenditure on contingencies shall be borne by the department to which he/she belongs. ","(d) the expenditure on pay, allowances etc of the Special Officer shall be borne by the department for which the land is acquired as the cost of land/project whereas the establishment and any expenditure on contingencies shall be borne by the department to which he/she belongs.",B,Note 2 below Rule 45 GAR 1990
6. Sale proceeds of land where the cost of the land was originally debited to a revenue account shall be taken as ,(a) Revenue receipt ,(b) capital receipt ,(c) reduction of charges ,(d) any of the given.,A,Schedule I (iii) below Rule 71 GAR 1990
"7. No agreements, between two Governments governing incidence of charges and receipts shall be executed or modified without the concurrence of ",(a) Central Government ,(b) All the Governments concerned ,(c) All the Government concerned and the Central Government ,(d) Parliament.,A,Rule 63 GAR 1990.
8. In Government transaction fraction of 50 paise and above to be rounded off to the next higher rupee and fraction of less than 50 paise to be ignored exception to this where a fraction of rupee is always rounded off to next higher rupee i. Emoluments fixed by law ii. Pension/Relief on Pension iii. DCRG/Commuted value of Pension iv. Encashment of Leave ,"(a) ii, iii and iv ","(b) i, ii and iv ","(c) I, ii and iii ",(d) All of the above,C,Note 1 & 2 below point 1 of Appendix II of RP 1983
"9. In the case of property left by persons dying intestate and without heirs, ",(a) the same will be taken over by the Government as Government property. ,(b) the same will be secured and held by Government for the period as prescribed by the local laws ,(c) the same will be auctioned by the Government and sale proceed of the same will be credited as miscellaneous deposit into Government account ,(d) the same will be secured and held by Civil Court for the period as prescribed by the local laws,D,Rule 184 (5) RP 1983
10. Amount incurred by a Civil Officer in connection with supply of carriage to troops on March shall be borne by ,(a) Civil Office ,(b) Defence ,(c) Civil office initially by debiting PAO Suspense under 8658 and re-imbursement by defence ,(d) Defence by rendering a lump-sum advance to civil office concerned.,C,Rule 154 (2) RP 1983.
11. Advance payment on account of purchase of store and is made on form ,(a) GAR 29 ,(b) GAR 30 ,(c) GAR 31 ,(d) GAR 28,B,Rule 126 (2) RP 1983.
"12. The travelling allowance bills of Government servants proceeding on tour shall be presented at convenient intervals during the period of their tour or immediately on return to the headquarters and, as far as practicable, if tour has been completed before ",(a) 30th April ,(b) 31st May ,(c) 30th June ,(d) 31st March,D,Rule 90 (3) RP 1983.
13. The amount payable specified both in words and figures on a bill and signed by disbursing officer by hand and ink is called ,(a) Pay-order ,(b) Discharge-order ,(c) Bill-order ,(d) Sanction-order,A,Rule 59 (1) RP 1983.
14. Payments to pensioners are governed by ,(a) CCS (Pension Rule) ,(b) FRSR ,(c) Treasury Rules ,(d) Government Accounting Rules,C,Rule 30 (2) RP 1983.
15. Any addition to the list of cheque drawing DDOs included in the Scheme of Departmentalisation of Accounts of a Ministry/Department is required to have the specific approval of ,(a) Pr. AO ,(b) Financial Advisor ,(c) CAG ,(d) CGA,D,Para 1.2.2 (a) CAM
16. Pick the correct one ,"(a) Category of cheque used for payments on account of personal claims to gazetted officers, to contractors and suppliers and to public sector companies, corporations etc is Category A ",(b) The category A cheque is negotiable one ,(c) Both A&B ,(d) None of the given,C,Para 1.5.1 CAM
"17. Out of two certified copies of the DMS so received by the Focal Point branch from PAO, one copy will be retained by the Focal Point branch and the other will be forwarded to the its Link Cell at Nagpur. ",(a) True ,(b) False,,,A,Para 13.6 (vii) CAM
18. Monthly salary bills should reach Pay and Accounts Offices by ,(a) 15thof the month ,(b) 20th of the month ,(c) 23rd of the month ,(d) 26th of the month.,B,Para 2.1.2 CAM
19. The power to sanction expenditure from Consolidated Fund of India and Contingency Fund of India including the powers to dispose of property and stores belonging to the Central Govt. is vested in ,(a) Ministry of Finance ,(b) President ,(c) Cabinet ,(d) Parliament,B,Para 4.4.1 CAM
20. Scheme of merged DDO came into effect from ,(a) 01.01.1990 ,(b).01.04.1984 ,(c). 01.01.1988 ,(d). 01.04.1986,D,Para 4.39 CAM
21. Due date for submission of Closing balances of the Ledger for Debt Deposit Suspense and Remittance to Pr. AO is ,(a) Half-yearly-5th November and Quarterly-5th February and 5th July ,(b) Half-yearly-5th October and Quarterly-5th January and 5th June ,(c) Half-yearly-5th December and Quarterly-5th March and 5th August ,(d) Half-yearly-5th September and Quarterly-5th December and 5th May,A,Para 5.10.2 CAM
22. A record of conduct of the physical verification of the nominations submitted by the Provident Fund Subscribe will be kept in the ,(a) Individual Running Ledger Account ,(b) Detailed Book ,(c) Broadsheet ,(d) General Index Register,D,Para 6.2.2 (ii) CAM
23. CPAO furnishes to each PAO annually a list of running serial numbers to be allotted to Pension Payment Orders to be issued by them during the next calendar year (Jan to Dec) in ,(a) the first week of December ,(b) the first fortnight of November ,(c) the first fortnight of September ,(d) the first week of October,B,Para 7.3.3 (i) CAM
"24. If the Government Servant on Foreign Service fails to pay the contribution for leave salary and pension on due date, the interest will be payable at the rate of ",(a) 2 paisa per day per ? 100/- from date of expiry to date actually paid ,(b) 2 paisa per day per ? 100/- for the month in due to month in actually paid ,(c) 5 paisa per day per ? 100/- from date of expiry to date actually paid,(d) 5 paisa per day per ? 100/- for the month in due to month in actually paid.,A,Para 9.2.1 CAM
"25. In cases where a correction slip is required to be issued after the Appropriation and Finance Accounts have been forwarded to Government, the same may be issued in the name of ",(a) AG (Audit) concerned ,(b) AG (A&E) concerned ,(c) AG (Audit) and AG (A&E) jointly ,(d) CAG,B,Para 1.13 MSO (AE) Vol. II
26. In the case of group heads in respect of Appropriation Account selected for comment the figures will be given in ,(a) unit of Rupees to two points of decimal ,(b) thousand of Rupees to two points of decimal ,(c) lakhs of Rupees to two points of decimal ,(d) crore of Rupees to two points of decimal,C,Point (f) of Appendix V MSO (AE) Vol. II
27. Where the monetary limits and/or percentages with respect to excess/savings are prescribed the Accountant General ,(a) he/she should not include cases falling within such limit or percentage irrespective of the fact that he/she considers such cases important enough to bring to the notice of the Legislature irrespective of the limits. ,(b) he/she should include cases falling within such limit or percentage if he/she considers such cases important enough to bring to the notice of the Legislature irrespective of the limits. ,(c) he/she should include cases falling within such limit or percentage if he/she considers such cases important enough to bring to the notice of the Legislature irrespective of the limits with the prior concurrence of the Government ,(d) . he/she should include cases falling within such limit or percentage if he/she considers such cases important enough to bring to the notice of the Legislature irrespective of the limits with the prior concurrence of the CAG.,B,Point (f) of Appendix III MSO (AE) Vol. II
"28. While checking the draft Finance Accounts, the ITA should see that ",(a) entire balance under 8671 has been transferred to 8782 ,(b) entire balance under 8782 has been transferred to 8675 ,(c) entire balance under 8999 has been transferred to 8675 ,(d) entire balance under 8782 has been transferred to 8999,D,Point (iv) of Annexure III MSO (AE) Vol. II
29. Scrutiny of the Finance Accounts that variation between Revised Estimates and actuals have been properly examined to ensure that no serious misclassifications shall be conducted by ,(a) Compilation Section ,(b) Book Section ,(c) ITA ,(d) AG (Audit),C,Point (i) (c) of Annexure III MSO (AE) Vol. II
"30. When the maintenance of any rentable building is entrusted to a civil department, other than the CPWD, responsible for the due recovery of the rent thereof shall be ",(a) Head of the Department concerned ,(b) CPWD ,(c) Directorate/Regional Directorate of Estate ,(d) Any of the given as decided case to case.,A,Rule 15 (1) GFR 2017
"31. Sanctions accorded by competent authority to grants of land and alienation of land revenue, other than those in which assignments of land revenue are communicated to the Audit Office ",(a) as and when sanction accorded ,(b) in weekly consolidated statement ,(c) in fortnightly consolidated statement ,(d) in monthly consolidated statement,D,Rule 29 (xii) GFR 2017
32. Contract in which the price payable for supplies or services under the contract is determined on the basis of actual cost of production of the supplies or services concerned plus profit either at a fixed rate per unit or at a fixed percentage on the actual cost of production is called ,(a) Direct to work contract ,(b) Cost-plus contract ,(c) Escalated Contract ,(d) Finished Rate Contract,B,Explanation below Rule 225 GFR 2017
33. User charges/ sources of internal revenue generation of an autonomous body should be review at- least once ,(a) a 5 year preferably before the formulation of 5 year strategic plan ,(b) a 3 year preferably before the formulation of 3 year strategic plan ,(c) a 2 year ,(d) a year preferably before the formulation of Union Annual Budget.,D,Rule 229 (vi) GFR 2017
34. Pick the correct one ,(a) Entities desiring Grants from Govt. shall submit their requirement with supporting details by end of the month of September in the year preceding the year for which the Grants-in-aid is sough ,(b) The Admin. Min/Department should inform the result the requests of entities for grant by May of the succeeding year ,(c) Both A&B ,(d) None of the given,A,Rule 230 (11) GFR 2017. Information of the result the requests of entities for grant by April of the succeeding year
35. All the Ministries or Departments of Government of India should include in their Annual Report a statement showing the quantum of funds provide to Private and Voluntary Organizations ,(a) Grants of ? 1 lakh and up-to ? 10 lakh ,(b) Grants of ? 5 lakh and up-to ? 25 lakh ,(c) Grants of ? 10 lakh and up-to ? 50 lakh ,(d) Grants of ? 25 lakh and up-to ? 1 crore,C,Rule 238 (5) GFR 2017
"36. The interest for the full period shall be charged, if the payment of the instalment is in advance of the due date by ",(a) 15 days or less ,(b) 14 days or less ,(c) 21 days or less ,(d) 30 days or less,B,Rule 250 (1) (vi) GFR 2017
37. The repayment of principal and interest instalments may be rounded off to the nearest ,(a) rupees ,(b) ten ,(c) hundred ,(d) thousand,A,Rule 252 (2) GFR 2017
38. Procedures for withdrawal of fund received from external funding agencies are ,(a) Direct Payment Method and Indirect Methods ,(b) Indirect Payment Method and Re-imbursement Methods ,(c) Direct payment Method and Re-imbursement Methods ,"(d) Direct payment, Indirect Payment and Re-imbursement Methods.",C,Rule 267 GFR 2017
"39. While considering the Guarantee proposal of Central PSU, the actual vis-à-vis target set by BIFR or cabinet should be considered for preceding ",(a) 5 years ,(b) 3 years ,(c) 2 years ,(d) 7 years,B,Rule 277 (v) GFR 2017
"40. The Second copy of the Service Books, if not already given, shall be handed over to the existing employees within ",(a) a month from the date of this rule becoming effective ,(b) 12 months from the date of this rule becoming effective ,(c) 3 months from the date of this rule becoming effective ,(d) 6 months from the date of this rule becoming effective,D,Rule 288 (2) GFR 2017
41. Retrospective effect relating to revision of pay or grant of concessions to Govt. servants shall not be given without the previous consent of the ,(a) Pr. Account Officer concerned ,(b) CGA ,(c) Financial Advisor ,(d) Ministry of Finance,D,Rule 298 GFR 2017
42. The Ministry/Department will select the eligible contractor from list of likely contractor prepared by them by issuing limited tender enquiry when the estimate cost of non-consulting service is ,(a) up-to ? 10 lakh ,(b) up-to ? 15 lakh ,(c) up-to ? 25 lakh ,(d) up-to ? 25 lakh,A,Rule 201 GFR 2017
"43. An online real-time purchasing technique utilised by the procuring entity to select the successful bid, which involves presentation by bidders of successively more favourable bids during a scheduled period of time and automatic evaluation of bids is called ",(a) Electronic Interactive Auction ,(b) Electronic Reverse Auction ,(c) Electronic Responsive Auction ,(d) Electronic Flexible Auction,B,Rule 167 (i) GFR 2017
"44. Where foreign country bears the part of charges for maintenance of boundaries between India and that foreign country, the charges shall be borne in ratio of ",(a) 70:30 ,(b) 60:40 ,(c) 50:50 ,(d) 75:25,C,Rule 121 (i) GFR 2017
45. When treasury bills are paid on the maturity it is known as ,(a) Discharge Bill ,(b) Mature Bill ,(c) Promise Bill ,(d) Oversight Bill,A,Rule 168 RP 1983
"46. In the absence of valid nomination, the insurance amount payable under the scheme shall be ",(a) lapsed to government ,(b) payable to spouse (s) ,(c) payable to oldest legal heir in case there is no spouse ,(d) payable in equal shares among all the legal heirs.,D,Note below Rule 179 RP 1983
