1. Liabilities may be divided into ______classes. ,(a) 2 ,(b) 3 ,(c) 4 ,(d) 5,C,
2. Responsible for the reconciliation of the figures given in the accounts maintained by the Head of Department with those appearing in the Accounts Officer’s books shall be___ ,(a) HoD ,(b) Accounts Officer ,(c) both HoD & Accounts Officer jointly ,(d) DDO,C,
3 Appropriation means the assignment of funds to meet specified expenditure included in ___ of appropriation. ,(a) primary unit ,(b) major head unit ,(c) detailed head unit ,(d) minor head unit,A,
"4. If one or more workshops are working under orders of a Superintendent of Works and is not himself entrusted with the execution of works or with the receipt and disbursement of public money, the Superintendent of Works shall be treated as ",(a) Divisional Officer ,(b) Special Officer ,(c) Direction Officer ,(d) both Divisional and Direction Officer,C,
"5. When a Division undertakes a service on behalf of another Division or supplies material to another Division, inter-Divisional settlement is resorted through ",(a) MPSSA ,(b) CSSA ,(c) Book transfer ,(d) Advance payment,D,
"6. If an Officer other than the Executive Engineer is declared as a DDO for the purpose of not only drawing the bills for pay and allowances etc. of the establishment of the PWD but also for drawing bill for works and ancillary payments, such DDO working on the Public Works System may be delegated powers to draw cheques for work and ancillary payments in addition to the categories of payments mentioned above with the prior approval of the __ ",(a) CGA ,(b) CAG ,(c) CCA ,(d) Admin. Min/Administrator,A,
7. ____is expected to see that the rules and orders in force are observed in respect of all the transactions of the division which come within his sphere of duties. ,(a) DA ,(b) SDO ,(c) DO ,(d) PAO,A,
8. Average rate of exchange has been replaced by______w.e.f _____ ,"(a) Composite rate of exchange,01.04.1993 ","(b) Composite rate of exchange,01.04.1974 ","(c) Fixed rate of exchange, 01.04.1993 ","(d) Fixed rate of exchange,01.04.1974",B,
9. A cheque amounting Rs. 10000/- on account of license fee received from Shri Sinha on14.03.2018 vide receipt No. 123 which was remitted to bank on 15.03.2018 and credited to division account on 16.03.2018. Pick the cash book entry [Receipt Side: Date -> Particular -> Cash -> Bank -> Class; ; Payment Side: Date -> Particular -> Cash -> Bank -> Class] ,(a) -> 14.03.18 -> Shri Sinha -> -> 5000 -> 0216 -> 15.03.18 -> Remittance to bank -> -> -> 5000 -> 0216,(b) -> 14.03.18 -> Shri Sinha -> 5000 -> -> 0216 -> 15.03.18 -> Remittance to bank -> -> -> 5000 -> 8782,(c) -> 14.03.18 -> Shri Sinha -> 5000 -> -> 0216 -> 15.03.18 -> Remittance to bank -> 5000 -> -> -> 8782,(d) -> 14.03.18 -> Shri Sinha -> -> 5000 -> 0216 -> 16.03.18 -> Remittance to bank -> 5000 -> -> -> 8782,C,
10. Payments arising under the Deposit Linked Insurance Scheme to Group ‘B & C’ employees shall be made ,(a) DO ,(b) PAO ,(c) Zonal PAO ,(d) Principal PAO,C,
11. If a cheque remaining unpaid for ______after the month of its issue and not surrendered for renewal/cancellation it should be cancelled as per the extant provision ,(a) 3 months or more ,(b) more than 3 months ,(c) 6 months or more ,(d) more than 6 months,D,
"12. If a DO makes use of cash receipts temporarily for current expenditure, he may do so instead of obtaining fresh cash by cheques he must send to the Bank a cheque for the amount thus utilised by _____, drawn in his own designation and endorsed by himself with the words ","(a) as soon as possible, “Received payment by transfer credit to the Public Works Department.” ","(b) before the end of the month, “Received payment by transfer credit to the Public Works Department.” ","(c) as soon as possible, “excess incurred towards Pubic Works Expenditure.” ","(d) before the end of the month, “excess incurred towards Pubic Works Expenditure.”",B,
13. Pick the incorrect regarding fictitious stock management ,"(a) the debiting to a work of the cost of materials not required, or in excess of actual requirements, ","(b) the debiting to a particular work for which funds are available of the value of materials intended to be utilized on another work for which no allotment has been sanctioned, ","(c) the writing back of the value of materials used on a work to avoid excess outlay over appropriation, ",(d) the transferring of excess/surplus on a closed work to an running work account,D,
14. The amount of recoveries effected for the year on account of storage should be worked out from the total credits to suspense-stock and adjusted under the head ,(a) 0059 ,(b) 2059 ,(c) 0059/4059 as the case may be ,(d) 2059/4059 as the case may be,C,
15. The authority to write-off should be obtained on a ,(a) Transfer Entry Order ,(b) Survey Order ,(c) Sale Order ,(d) Indent Order,B,
16. An amount of Rs. 5000 on account withdrawal from the Insurance and Pension Fund was booked to the head repair and maintenance of general pool accommodation and error was detected in the 6th from the year of transaction. Make transfer entry if possible ,(a) Dr 8009 5000 Cr 0216 5000 ,(b) Dr. 8009 5000 (-) Dr 2216 5000 ,(c) Dr 8011 5000 Cr 0216 5000 ,(d) Dr 8011 5000 (-) Dr 2216 5000,C,
"17. In cases of corrections involving a reduction in the charges against the estimate of work it is essential, full particulars of the vouchers and accounts in which the erroneous charges originally appeared are not required to be specified, but it is sufficient to state that the charges were erroneously classified previously ",(a) True ,(b) False,,,B,
18. Which of the following is not an initial record upon which the accounts of works are based ,(a) Muster Roll ,(b) Measurement Book ,(c) Contractor Ledger ,(d) Work Charged Establishment,C,
"19. In all cases where such work is susceptible of measurement, the progress of work done by the labour shown in ",(a) Part I of the muster roll ,(b) Part II of the muster roll ,(c) both Part I & Part II of the muster roll ,(d) either Part I & Part II of the muster roll,B,
"20. In the case of work done on Requisition, Form CPWA 32, the particulars of labours are written ",(a) in Part I of the muster roll ,(b) in Part II of the muster roll ,(c) in casual labour sheet ,(d) on Form CPWA 32 itself,D,
21. Bona fide traveling expenses for bringing labourers and artificers from a distance to and from the site of the work may be allowed to them by ,(a) DO ,(b) DO with the concurrence of SE ,(c) SE ,(d) DO with the concurrence of CCA,A,
"22. All items of work in a project, irrespective of their cost, shall be measured and recorded by the Officer-in-charge of the work, not lower than the rank ",(a) JE ,(b) AE ,(c) EE ,(d) Special Officer,A,
"23. In the case of bills for work done, each set of measurement should commence except ",(a) date of actual completion of work ,(b) date of measurement ,(c) reference to the previous measurement ,(d) amount due to the contractor,D,
"24. On completion of the abstract, word “Check and Bill” with his dated initials should be enter the in the Measurement book after carrying out the required test check by ",(a) Engineer-in-charge ,(b) SDO ,(c) DO ,(d) DA,B,
"25. Pick the correct one (i) Any corrections to calculations or rates made in the Sub-divisional, as well as, in Divisional Office should be made in red ink. (ii) such corrections shall be brought to notice of the Sub-Divisional Officer or the Divisional Officer, as the case may be, and of the person recording the original measurements. (iii) All payment should be deferred until the corrections have been accepted by the person making the measurements. (iv) Each measurement book should be provided with an index which should be kept up-to-date. ","(a) (i), (ii) and (iii) ","(b) (i), (ii) and (iv) ","(c) (i), (iii) and (iv) ",(d) All of the above,B,
26. The Standard Measurement Books will be brought up-to-date under the supervision of _______ with reference to the building or work concerned within ______ of closing of the accounts of the estimate therefor. ,"(a) SDO, one month ","(b) SDO, three months ","(c) DO, one month ","(d) DO, three months",A,
"27. ____should periodically certify that all the standard books of the division have been inspected by him, that entries therein have not been tampered with and that all corrections due to additions and alterations in the buildings have been made in the books and the latter are reliable and upto date records. ",(a) SDO ,(b) DO ,(c) DA ,(d) SE,B,
28. The entries recorded in each completed measurement books may be subjected to a percentage check by the ________ under the supervision of the ________. ,"(a) SDO, DO ","(b) DA, DO ","(c) JE, SDO ","(d) SDO, DA",B,
29. The advance payments against production of Railway Receipts or to make advance payment to firms for supply of stores for a specific work should be ,(a) debited to Contractor-OT ,(b) (-)debited to Contractor-OT ,(c) debited to CSSA ,(d) (-) debited to MPSSA,A,
