1. Reply to draft audit report on financial audit shall be furnished within ,(a) one week ,(b) two weeks ,(c) four weeks,(d) six weeks,B
2. The accounts of stores and stock shall be kept in the manner prescribed by ,(a) the Government ,(b) the CAG ,(c) the CAG in consultation with the Union Government,(d) the Union Government in consultation with the CAG,D
3. An annual action plan for the timely completion of certification of financial statements shall be prepared by ,(a) Audit Office ,(b) agencies responsible for preparation and compilation of accounts ,(c) Audit Office and agencies responsible for preparation and compilation of accounts,"(d) Audit Office, agencies responsible for preparation and compilation of accounts and the Government concerned",C
"4. Reports pertaining to which types of audit should not concentrate solely on adverse assessment of the past but should be constructive. Recommendations should, as far as feasible, suggest what improvements are needed and how to achieve them? ",(a) Compliance Audit ,(b) Financial Audit ,(c) Performance Audit,(d) Supplementary Audit,C
5. Professional Competence is applicable to ,(a) the auditors ,(b) the audit institutions ,(c) the auditors and the auditee institutions,"(d) the auditors, the auditee institutions and intended users.",C
"6. Which describes the qualifications of the auditor and the audit institution, the compliance of which enables them to carry out the tasks related to conduct of audit and reporting of audit findings in a competent and effective manner? ",(a) Basic Postulates ,(b) General Standards ,(c) Field Standards,(d) Reporting Standards,B
7. The norms which the auditors are expected to follow in conduct of audit and provide guidance to the auditor to help determine the auditing steps and procedures that should be applied in audit and constitute the criteria or the yardstick against which quality of audit results is evaluated ,(a) Audit norms ,(b) Audit Standards ,(c) Audit Manual,(d) Accounting Standards,B
8. Pick the correct one ,(a) Economy issues focus on the cost of the inputs and processes. Economy occurs where equal- quality resources are acquired at least cost. ,"(b) Efficiency is the relationship between the output, in terms of goods, services or other results and the resources used to produce them. ",(c) Effectiveness is the extent to which objectives are achieved and the relationship between the intended impact and the actual impact of an activity.,(d) All of the above,D
9. The CAG may dispense with supplementary audit of the accounts of a company for any particular year ,(a) With the previous consent of the Chief Executive Officer of the Company concerned ,(b) With the previous consent of the Government concerned ,(c) With the previous consent of the Chief Executive Officer of the Company and Government concerned,(d) At his discretion.,D
10. The AG (Audit) will send to the concerned Secretary or Secretaries to the Government every year an annual technical inspection report based on the results of audit of Panchayati Raj Institutions and urban local bodies conducted by his office during the preceding year by the end of ,(a) April ,(b) September ,(c) June,(d) July,C
"11. An entity, usually a limited liability company, created to act as the form of a project consortium for a PPP project is know ",(a) Special Purpose Venture ,(b) Special Purpose Vehicle ,(c) Single Purpose Vehicle,(d) Single Purpose Venture,B
"12. Value for money evaluation is one of the most important concern of PPP unit embracing i. Public auditors should look at the PPP projects not only from the angle of safeguarding the interests of the public sector partners, but also from the user’s viewpoint ii. At the end of the day, what is of utmost concern is the customer satisfaction level so the public auditors’ enquiries must be tuned to extract information on this crucial issue. iii. The risk analysis should also include whether the public authority has planned to secure the best possible advice and analysis for the construction of viable solutions in the event of difficulties such as dismal performance of the partner, inability to finance the operations at some point etc., so as to avoid disruption of services to the public iv. It is to be evaluated whether the PPP has met the intended social and economic objectives. ","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv",(d) All of the above,D
13. Pick the incorrect one ,"(a) The Independent Auditor will verify all financing arrangements on behalf of the public sector partner, certify the expenditures where required, utilization of the VGF / annuity, and compliance of the private partner with the terms and conditions of the Agreements. ","(b) during the O&M stage, the Independent Auditor will have to certify the legality and reasonableness of revenue expenditures, verify the revenue, and audit the escrow account and report to the public sector partner to the contract. ","(c) Since appointment of Independent Engineer (IE) and Independent Auditor (IA) is purely an executive decision, the public auditors should not check the process adopted for the appointment of the Independent Engineer and Independent Auditor",(d) None of the given,C
"14. Responsible to ensure the timely completion of the PP project by watching the milestones, quality of construction and adherence to the standards and specifications of the project by the implementing partner is ",(a) Independent Auditor ,(b) Independent Engineer ,(c) PPP Appraisal Committee,(d) Private partner,B
"15. It determines the cost of construction, operation and management of the project, debt-equity mix, influences the user charge, viability of the project, financing pattern, financial rate of return (FRR) and economic rate of return (ERR) ",(a) Total Project Cost ,(b) Net Present Value ,(c),(d),A
"16. After the clearance of the relevant committees, the sponsored projects would be submitted for final approval to the ",(a) Public Account Committee ,(b) Finance Ministry ,(c) Committee on Infrastructure,(d) Disinvestment Committee,C
"17. i. This is a variation of the BOT model, except that the ownership of the newly built facility will rest with the private party during the period of contract. ii. This will result in the transfer of most of the risks related to planning, design, construction and operation of the project to the private partner. iii. The public sector partner will however contract to ‘purchase’ the goods and services produced by the project on mutually agreed terms and conditions. iv. the facility / project built under PPP will be transferred back to the government department or agency at the end of the contract period, generally at the residual value and after the private partner recovers its investment and reasonable return agreed to as per the contract The above represent the PPP model ",(a) LOT ,(b) BOOT ,(c) DBFO/DBFOM,(d) PFI,B
18. A variety of activities under infrastructure eligible for PPP projects has been defined by ,(a) Parliament ,(b) Niti Aayog ,(c) Ministry of Finance,(d) Reserve Bank of India,D
"19. Issues in determining the Scope of PPP Audit include i. Public sector major partner and private sector minor partner ii. Most of fund is brought into project by the private sector iii. Risks of construction, operation and management are transferred to private sector iv. The work culture and the decision making processes of the private sector partner which may be alien to and contra-distinct from those of the public sector institutions. v. The emphasis of PPP projects is usually on the end results of the PPP arrangements and not on the means to achieve them. ","(a) i, ii, iii and iv ","(b) i, iii, iv and v ","(c) ii, iii, iv and v",(d) All of the above,C
20. Differences between Conventional and PPP Audit ,(a) Responsibility vs Profit making ,(b) Authority and regulatory skill vs management and technical skills ,(c) Value for money is the driver for adopting the PPP approach rather than capital scarcity or balance sheet requirements,(d) All of the above,D
21. Pick the incorrect one ,(a) IFAC- International Federation of Auditors ,(b) IAPC- International Auditing Practices Committee ,(c) INTOSAI-International Organisation of Supreme Audit Institutions,(d) ISA- International Standards on Auditing,A
22. Who may design the internal post audit quality review tests for all financial audits? ,(a) Audit officer in charge of financial audits ,(b) Group Officer in charge of financial audits ,(c) Public Accounts Committee wing,(d) Accountant General,D
23. Pick the incorrect one regarding Supervision at various level ,(a) Planning of individual financial audit- Group Officer>Accountant General ,(b) Execution- Audit Officer > Group Officer ,"(c) Review of periodical report, monitoring and interim appraisal-Accountant General",(d) Post reporting-Audit Officer>Group Officer,D
24. Opinion to be given on all Excess votes for Appropriation Accounts will be ,(a) adverse ,(b) qualified ,(c) unqualified,(d) disclaimer ,B
25. What is TeamMate? ,(a) an electronic audit sampling software ,(b) an electronic documentation software ,(c) an electronic audit procedure and method software,(d) an electronic audit reporting software,B
